	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"37539_at"	1702.9	2965	2107	7773	1223	1938	4024	4513	2002	2073	4679	2015	2381	2093	10	3804	10	351	4452	10	10	1229	2011	1020	344	10	10	10	10	10	216	29	10	721	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"37540_at"	105.7	202	10	10	73	106	214	96	56	538	353	59	171	69	10	340	10	61	271	10	309	204	10	10	226	37	234	65	10	72	76	86	206	246	10	502	102	146	73	39	10	10	192	322	13	10	12	10	10	10	39	14	14	10	169	10	10	41	10	10	10	10	10	10	10	35	10	10	67	10	10	10
"37542_at"	10	10	10	567	10	10	10	227	10	10	10	10	10	129	10	10	86	10	10	1331	634	10	10	10	10	10	10	10	10	10	10	10	10	1451	10	10	10	10	10	10	120	10	10	10	10	10	10	10	354	548	10	633	10	805	10	284	326	10	227	10	10	272	25	10	718	266	10	10	10	232	263	20
"37562_at"	476.6	10	287	55	10	14	299	269	10	10	10	10	10	195	577	448	26	288	10	10	166	57	273	10	10	10	194	438	92	421	240	10	10	10	10	623	689	336	10	200	10	10	10	10	104	10	10	1290	1029	860	481	10	64	597	927	679	11	10	1410	281	1478	67	10	10	286	10	10	659	10	10	306	508
"37563_at"	1066.5	552	251	439	114	648	781	1114	793	16	3776	38	10	10	10	299	10	10	79	37	10	298	283	118	10	61	165	306	10	10	44	10	10	10	10	10	10	270	10	10	502	481	195	110	10	105	10	10	10	110	448	13	228	1133	10	10	141	367	10	906	10	10	10	10	10	10	28	10	167	543	341	133
"37576_at"	354.1	82	73	14133	107	69	320	81	33	10	1689	10	27	51	30	77	86	29	68	55	137	19	468	10	71	43	140	170	70	80	97	57	37	69	10	171	41	60	136	186	99	51	128	187	27	114	10	16	161	43	21	61	37	10	33	10	10	80	10	10	10	68	10	10	10	10	90	88	196	10	169	74
"37588_s_at"	362.3	538	545	206	10	10	301	10	10	10	601	420	891	10	378	486	10	10	579	10	574	206	237	10	143	34	187	89	524	479	10	108	10	985	10	10	10	142	10	195	10	845	10	479	10	10	843	10	10	759	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"37593_at"	1550.8	673	840	145	10	867	532	345	10	132	2047	37	10	1739	10	38	78	10	10	10	10	164	753	331	60	10	99	10	10	10	26	80	215	177	10	10	50	10	10	10	149	10	10	13	10	10	10	10	10	10	191	422	10	45	10	10	10	10	10	10	10	10	10	10	191	10	10	10	10	10	10	10
"37599_at"	105.8	43	10	10	10	99	67	10	2790	10	320	50	10	127	9211	10	385	74	10	704	10	125	339	11	337	126	505	39	10	252	20	219	16	282	10	326	231	10	35	203	143	10	10	201	11	10	10	10	10	10	71	121	10	10	91	260	10	10	10	38	10	10	366	10	73	253	197	10	129	209	107	170
"37605_at"	94.8	65	48	10	10	10	10	10	79	10	142	121	145	406	10	10	418	32	210	366	10	114	10	69	160	10	184	156	10	10	201	62	233	564	10	10	10	10	263	10	208	10	23	130	10	10	345	10	625	10	37	10	10	10	10	109	10	207	169	348	1657	56	321	10	119	418	306	10	190	11	10	231
"37612_at"	10	10	10	19	10	100	10	10	10	163	10	10	10	10	10	10	139	38	96	64	10	10	228	10	10	10	56	10	38	10	10	10	29	109	10	10	10	10	14	10	10	10	370	10	316	10	10	10	10	165	10	306	11	211	249	90	197	52	10	393	10	186	146	10	335	92	83	400	10	19	206	111
"37614_g_at"	10	71	10	10	10	10	16	10	57	10	10	83	10	10	37	10	229	10	10	10	10	10	10	11	38	81	10	79	10	39	88	10	32	10	10	10	124	57	10	64	101	152	33	25	10	217	65	10	10	128	277	64	266	141	10	64	10	205	258	72	385	26	317	382	10	389	27	60	10	16	10	10
"37618_at"	119.1	10	109	180	10	60	148	25	446	10	10	159	217	176	556	106	10	10	116	10	10	501	283	10	244	10	10	10	26	10	53	10	256	294	10	611	299	330	10	147	10	231	74	200	10	134	10	10	10	10	10	355	205	239	10	10	10	10	445	10	545	438	242	550	10	487	510	761	80	10	35	123
"37623_at"	122.3	95	1887	7998	10	37	10	10	10	62	211	4980	1099	10	10	82	3174	228	45	65	252	206	10	185	811	3950	33	10	2459	92	10	505	869	93	275	10	10	2068	10	192	10	33	199	3775	2790	948	662	428	415	519	1187	280	504	10	10	745	3166	10	10	82	4017	589	87	476	10	641	751	10	703	1718	10	10
"37625_at"	467	48	2070	1033	59	428	1989	607	8853	432	1164	318	416	15015	7858	7210	1039	406	469	10	2223	7521	137	151	370	10	641	360	741	46	10	106	496	739	373	2960	1702	6470	10	197	23	1447	1189	47	10	10	92	10	128	50	10	10	10	10	1940	10	10	10	10	10	137	10	566	10	10	488	22	10	880	208	151	10
"37908_at"	1104.8	4429	1075	751	799	5290	2559	1506	10	45	4135	580	143	10	10	10	1477	10	10	463	682	84	1236	5584	106	405	10	10	10	10	10	10	35	10	10	10	66	10	10	10	10	10	68	10	10	10	10	10	281	10	10	10	10	10	10	10	10	136	10	10	88	10	10	10	10	10	10	26	10	82	10	42
"37909_at"	64.5	10	13	10	299	10	10	1112	10	10	302	10	10	1740	10	34	10	81	874	76	17	10	10	10	143	55	156	10	10	10	10	10	52	10	10	10	10	10	10	78	10	10	10	182	10	10	10	10	10	10	10	10	10	106	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	209	10	10
"37913_at"	940.5	501	10	10	744	10	272	10	10	10	10	10	10	10	10	1025	108	334	10	626	10	10	754	41	494	196	261	10	10	452	10	15	10	10	806	1081	527	10	552	499	10	10	10	10	10	152	607	10	10	481	10	10	10	10	10	421	135	10	10	10	10	91	10	10	10	447	10	94	10	10	10	10
"37920_at"	28.5	10	172	34	40	10	10	165	10	151	10	10	10	119	57	435	10	23	10	10	10	61	10	17	79	10	10	126	10	10	174	10	23	10	10	64	1815	117	10	16	10	216	21	10	10	36	235	10	148	299	10	43	87	10	10	544	206	10	10	10	10	139	10	12	10	10	10	10	10	352	155	10
"37923_at"	115.9	130	89	10	10	68	10	10	215	429	84	152	10	10	10	10	10	125	363	58	122	10	91	57	104	261	225	10	40	10	10	10	10	14	425	10	10	10	10	10	53	10	187	10	974	246	301	10	10	10	10	10	162	10	10	161	78	10	10	10	10	10	10	10	136	243	10	99	491	10	100	10
"37929_at"	10	35	10	10	10	49	10	10	10	10	10	10	10	10	40	12	10	10	43	15	57	10	10	10	16	10	10	10	19	10	10	10	10	160	10	10	11	19	10	10	4165	33	95	10	10	60	10	10	10	69	1345	345	10	10	58	10	10	36	94	64	20	10	10	10	99	10	10	10	10	10	10	26
"37951_at"	39.1	10	10	113	14	10	10	113	10	10	10	10	69	29	10	10	10	10	22	10	79	10	10	449	10	18	79	10	31	10	10	10	10	519	10	10	10	75	10	28	376	77	22	10	134	10	10	10	10	10	205	10	395	283	10	1004	81	10	10	612	10	121	305	10	10	103	166	136	224	324	39	84
"37956_at"	10	13	10	94	10	10	160	10	371	633	10	10	10	10	10	144	154	10	10	111	124	641	10	190	10	10	108	10	31	10	28	10	10	10	10	10	368	352	10	109	10	10	10	10	90	10	10	10	10	10	10	155	355	10	10	10	187	10	274	128	10	10	10	264	10	10	10	10	10	376	10	10
"37960_at"	401.5	277	10	10	10	498	2806	857	10	10	612	32	82	3850	10	10	2174	10	240	4956	289	108	50	10	17	10	10	16	10	10	10	47	45	377	10	10	10	272	10	10	838	527	1995	10	46	186	327	10	10	10	10	10	441	10	10	125	10	10	10	10	65	10	10	617	152	821	10	354	342	10	10	10
"37973_at"	123.2	429	310	410	10	94	368	104	204	359	10	176	10	254	10	374	10	33	236	10	10	606	10	180	247	132	83	123	158	10	10	22	241	292	36	10	10	109	10	309	10	10	10	478	10	10	10	10	10	10	15	370	10	10	10	10	10	10	10	10	10	101	125	10	10	10	506	10	10	10	10	10
"37979_at"	10	10	10	10	41	10	10	10	10	100	10	10	10	27	125	10	10	76	10	331	10	10	10	10	10	10	10	10	10	10	116	10	10	10	10	10	10	10	10	10	10	10	94	34	51	10	684	370	404	220	10	352	10	489	258	10	18	788	665	10	690	10	511	837	74	182	518	10	55	665	110	47
"38004_at"	10	10	10	10	10	10	10	10	57	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1682	478	10	10	10	693	75	2315	962	1003	60	10	237	10	10	1815	364	461	439	697	10	10	10	10	10	10	10	724	10	10	337	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38279_at"	293.9	10	70	37	63	10	88	10	1382	10	133	60	10	259	1109	10	179	664	158	10	85	637	62	142	126	173	10	2665	71	59	108	10	247	10	307	1167	603	481	305	235	39	140	10	82	10	28	10	10	10	10	172	10	10	10	655	50	10	10	10	10	10	90	10	10	10	10	10	24	10	36	10	10
"38291_at"	24	45	10	10	10	27	51	274	10	38	50	10	10	241	10	10	124	50	132	75	15	37	96	102	23	42	10	1419	229	46	176	10	39	407	10	3310	10	2167	242	76	8779	1479	1514	232	72	1473	1500	55	33	26	168	174	21	227	175	10	10	10	10	154	10	10	89	10	40	98	18	199	109	10	10	10
"38295_at"	302.5	824	10	347	10	10	624	91	10	10	186	515	130	350	10	90	10	141	1285	678	225	451	10	10	10	10	10	10	10	10	10	10	21	10	10	10	10	10	10	10	145	10	145	10	10	10	10	10	10	10	10	10	10	10	10	10	12	10	10	10	10	10	147	10	10	10	10	10	10	10	10	10
"38299_at"	10	42	164	71	10	109	10	10	10	10	85	115	184	10	112	10	26	73	60	102	182	162	17	16	10	18	10	10	259	10	10	41	10	10	32	117	13	121	10	10	318	128	94	10	532	436	34	89	94	316	205	10	171	134	201	8454	131	149	252	86	9871	10	239	16000	175	10355	10	61	123	102	10	17
"38323_at"	10	10	10	956	10	10	28	154	82	10	45	10	10	47	10	942	10	17	78	10	555	288	10	10	454	10	10	13	132	10	10	170	67	10	10	37	10	200	10	10	1213	10	10	159	197	426	69	1588	66	82	10	111	1006	893	10	811	60	746	20	101	418	706	2454	961	2860	10	509	232	3936	29	10	10
"38326_at"	10	10	10	143	10	10	10	10	10	10	709	1260	685	1537	10	10	10	40	213	10	432	1460	10	10	32	126	10	637	1902	10	83	1074	753	10	10	10	10	1219	210	10	10	450	22	10	338	5752	284	337	10	10	3780	357	208	10	10	9707	1131	2066	10	119	4013	10	5841	16000	2282	8630	1574	1035	3118	3417	10	10
"38333_at"	10	10	10	111	235	138	52	204	35	10	344	80	139	288	10	85	10	10	245	10	181	10	10	77	359	548	253	585	10	628	117	124	141	18	298	146	237	10	10	10	10	10	487	265	10	10	10	10	10	10	440	49	10	10	10	10	10	10	10	10	218	10	182	10	10	10	10	32	67	10	10	10
"38334_g_at"	216.6	10	10	10	258	488	10	10	14	10	10	76	10	10	10	10	10	10	10	10	32	10	347	10	28	10	10	10	10	10	10	177	10	305	446	10	10	10	426	10	10	10	10	347	10	10	10	10	10	10	795	10	10	10	10	819	172	10	10	337	10	10	10	10	10	197	511	10	10	10	10	10
"38351_at"	10	43	10	649	188	149	10	281	10	635	526	703	187	10	10	59	10	10	1678	60	10	10	10	17	10	269	10	10	10	10	10	10	19	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	108	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38355_at"	8666.2	50	10412	10	2250	3742	75	10	10	83	8086	25	19	10	10	8355	6692	6879	3452	10	6904	10	2921	7511	10	12160	3427	4693	10	1786	2033	4663	3667	41	78	3036	10	9147	7239	10	18	10	8104	14483	15	2735	5485	10	10	10	3745	9559	10	10	49	10	10	2653	10	10	10	5175	5150	6030	2488	42	42	4842	10	5366	10	10
"38366_g_at"	103.3	257	10	69	179	190	159	167	495	264	212	44	82	187	29	38	75	107	187	122	16	360	116	10	138	128	131	10	61	10	39	41	112	105	15	97	54	146	17	77	10	163	45	307	10	10	10	10	10	66	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	164	10	10	10
"38615_at"	10	10	10	10	28	10	28	305	56	98	886	80	10	10	10	10	10	10	10	10	230	10	10	10	82	10	10	10	470	10	385	10	10	104	10	10	10	36	273	10	10	110	10	10	10	10	10	10	10	10	10	10	10	10	10	2128	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38640_at"	10	10	10	199	10	10	10	196	510	554	46	65	10	1883	1019	454	3706	930	403	913	197	1174	10	164	1320	1198	2212	1367	393	976	10	895	526	36	1156	1630	1353	295	231	10	1847	10	505	763	365	808	10	2090	10	10	591	804	1680	39	267	10	10	10	10	10	10	10	10	10	233	10	10	10	859	10	10	10
"38661_at"	691.4	283	5152	10	1468	800	957	24	10	10	11	10	3373	10	170	10	14025	10	10	2939	2997	915	624	10	1103	322	1917	326	10	10	10	10	145	10	10	10	523	10	6836	3512	812	422	10	10	843	10	808	10	563	2293	13	10	436	10	10	1157	1894	10	4496	10	3482	1457	575	10	10	1766	1433	6113	10	10	10	46
"38682_at"	540.6	397	329	696	169	520	540	155	832	10	1004	10	10	523	537	900	10	905	1109	10	206	961	10	10	611	506	10	468	1240	611	10	10	710	10	10	10	1232	468	175	10	683	911	10	1026	10	10	10	10	10	10	10	1223	10	10	10	10	10	10	10	10	10	10	10	10	91	10	10	10	10	10	10	10
"38699_at"	10	10	10	26	10	30	14	173	27	61	10	18	10	602	163	98	352	10	72	31	10	10	27	10	64	12	84	54	14	10	10	221	10	10	22	302	446	463	10	353	158	10	302	100	10	10	10	14	10	10	10	10	63	217	10	10	10	448	259	10	10	10	95	247	132	15	10	10	401	10	10	86
"38722_at"	10	10	62	261	10	92	40	10	10	618	10	10	10	10	10	10	604	37	10	10	10	10	10	10	521	639	10	10	10	10	10	180	160	10	10	10	583	10	291	10	541	363	26	10	10	10	10	75	10	4552	10	517	384	93	10	10	1071	10	168	300	10	10	216	10	10	70	1295	10	587	10	40	462
"38971_r_at"	10	485	1114	10	486	451	3635	649	635	10	665	10	4341	10	689	10	302	261	1582	10	2782	2647	823	10	1624	2905	687	932	10	10	600	10	3499	1081	10	10	594	10	10	10	4649	1883	2073	1796	10	2681	10	10	4417	6315	20	2451	37	10	10	7442	10	10	10	10	5343	5813	7061	1059	785	4592	10	10	518	10	10	2169
"38995_at"	10	10	10	21	79	10	214	152	10	10	10	199	323	204	10	10	168	10	10	94	10	239	10	10	10	10	10	10	10	10	10	10	10	10	229	10	341	10	141	10	760	10	192	10	415	10	355	359	10	357	10	10	10	10	434	63	617	1502	624	502	10	140	37	420	10	170	449	167	670	10	871	55
"39016_r_at"	10	10	10	10	10	128	10	1544	10	1325	10	10	10	10	265	10	44	10	117	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	228	114	88	10	10	10	167	10	10	170	10	10	10	10	10	10	10	10	10	10	10	10	10	357	602	913	10	291	1457	30	10	596	91	10	10	10	10
"39018_at"	10	10	10	55	10	10	10	1502	938	10	10	10	10	10	1321	1266	10	1030	10	10	1271	492	10	10	1248	644	678	10	10	10	10	354	10	1717	513	10	1237	10	10	928	5291	10	92	588	906	10	10	2320	10	10	4097	46	1276	10	10	10	10	10	10	10	10	1936	788	291	1813	10	10	10	10	10	10	10
"39051_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	878	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	836	10	10	10	10	10	10	10	10	1852	673	212	10	10	487	10	10	3532	10	673	706	10	209	849	10	571	10	10	10	10	10	10
"39054_at"	10	3023	10	10	605	10	10	10	10	10	876	938	397	1450	1903	10	1040	213	10	1390	340	10	10	764	10	1049	343	10	889	171	10	10	1499	10	10	943	414	1837	689	10	3532	145	219	10	10	229	2190	1988	10	10	10	1255	10	78	2779	736	10	2406	1196	3172	684	10	2329	2265	1718	10	10	10	10	10	12	10
"39075_at"	10	284	88	375	10	10	83	10	10	91	10	65	338	10	10	39	10	328	370	10	574	10	10	10	398	1337	435	488	365	10	143	288	117	329	10	10	258	58	252	10	2351	594	256	576	10	10	10	10	10	10	485	417	10	10	10	10	189	10	10	10	10	10	210	10	332	10	141	10	10	10	10	10
"39409_at"	10	404	213	45	10	307	90	299	35	285	211	10	103	558	10	10	333	43	156	10	156	10	253	152	129	289	88	10	79	10	10	307	47	10	10	10	10	10	10	10	10	10	10	10	619	83	99	10	30	10	10	87	287	10	10	122	23	49	10	10	10	10	10	10	10	71	101	10	266	10	10	10
"39432_at"	19	251	10	33	126	10	10	10	271	11	95	10	170	10	58	400	10	29	34	54	372	331	30	18	290	10	92	20	275	31	135	344	120	1195	20	10	10	329	83	10	500	959	10	273	70	10	10	10	10	15	144	113	82	232	64	56	10	10	10	10	10	311	275	10	10	10	189	10	10	10	39	10
"39439_at"	231.1	118	11	81	602	10	338	154	60	210	205	409	10	10	10	420	470	137	210	174	392	96	111	35	40	58	273	13	10	63	10	37	10	10	45	10	10	10	10	10	10	10	10	170	32	10	10	10	10	10	10	10	87	432	53	10	10	10	10	10	10	109	10	10	10	10	10	10	10	10	10	10
"39696_at"	2497.6	748	55	299	10	10	2295	1008	14	35	5446	10	177	561	10	10	50	10	332	71	91	10	735	10	10	10	10	10	141	10	46	10	10	10	29	10	10	249	10	10	10	10	48	16	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10
"39716_at"	291.4	10	10	10	10	383	51	56	366	10	10	53	109	471	10	10	10	162	293	99	10	10	10	10	222	10	10	10	49	98	10	235	101	60	10	13	10	10	62	10	44	189	482	707	10	219	10	10	10	10	10	93	10	10	10	10	10	188	10	10	10	10	10	10	10	62	10	10	10	10	218	91
"39736_at"	1407.6	10	3134	1163	10	10	10	10	10	10	10	750	10	10	10	10	4438	1344	10	10	2407	10	10	1459	95	551	10	10	4296	10	10	588	10	10	358	10	10	380	2041	10	10	10	10	1340	1470	226	175	10	10	2167	28	174	206	10	10	1164	1575	235	10	505	1847	2311	1584	253	10	1535	1323	1329	10	10	10	376
"39757_at"	213.8	2048	10	10	10	882	684	10	380	10	680	10	10	10	10	10	10	10	10	10	10	78	10	275	10	10	10	10	10	10	79	10	177	979	10	10	10	10	10	106	303	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"39761_at"	132.6	410	52	57	10	10	79	47	49	241	166	170	25	10	10	1477	10	160	520	10	10	137	10	10	158	10	72	10	10	70	53	109	10	326	10	10	17	10	10	10	116	60	10	262	10	10	10	10	10	10	10	172	10	10	10	10	12	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"39771_at"	322.7	64	10	10	10	10	184	287	836	300	54	10	28	10	885	229	199	10	10	276	10	949	360	10	10	10	174	55	85	10	25	10	10	72	10	223	10	117	160	175	113	10	39	340	133	10	41	10	10	10	10	10	10	10	92	150	18	10	10	154	10	149	109	10	10	10	263	48	10	10	130	10
"39804_at"	10	10	362	527	10	803	10	10	350	808	41	580	10	10	10	64	10	242	10	10	323	688	413	182	10	29	430	10	103	10	10	10	10	467	80	10	397	10	637	11	10	10	10	474	10	10	10	10	468	24	43	10	179	10	10	10	10	10	10	10	2468	418	651	10	314	10	320	10	10	10	10	10
"40062_s_at"	10	10	10	10	10	10	10	1185	179	87	10	45	421	66	10	10	10	18	207	35	1367	130	10	11	73	10	19	10	89	10	10	10	137	34	403	10	10	121	10	10	10	30	10	10	493	10	10	10	10	10	39	40	984	10	10	157	261	10	400	10	300	10	10	10	10	2790	50	549	12	10	10	10
"40071_at"	28.2	14	10	10	10	10	10	106	143	10	49	10	10	10	10	11	10	10	95	10	28	14	16	66	39	13	10	10	13	16	10	10	48	2448	33	10	10	27	10	10	2400	10	15	10	207	78	10	10	10	10	10	283	109	10	10	2471	82	265	10	58	287	10	10	469	1042	345	531	23	136	119	41	10
"40087_at"	137.4	591	10	10	10	10	344	10	399	269	412	10	10	10	10	19	10	253	10	10	300	522	196	10	275	58	10	10	10	193	10	10	452	10	10	10	118	10	10	311	232	10	10	203	10	10	10	10	10	10	10	266	10	10	10	10	13	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40090_at"	193.9	211	356	10	10	10	10	10	10	10	10	10	10	10	258	10	423	10	10	10	10	10	10	308	749	256	270	10	142	151	10	10	10	10	150	10	10	10	293	10	10	10	10	10	10	10	10	167	10	208	504	10	94	10	549	470	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40093_at"	109.7	10	118	10	85	10	78	66	10	196	10	10	10	226	330	10	10	35	35	10	10	153	10	10	103	10	10	10	10	10	10	10	132	10	10	38	227	10	715	68	352	355	503	10	174	319	361	214	10	10	10	91	10	10	697	10	213	260	10	479	266	10	1095	10	865	482	612	331	10	10	10	10
"40102_at"	10	43	42	114	258	126	311	328	277	259	376	80	114	233	80	10	10	10	94	363	62	242	145	10	77	49	269	10	10	140	51	36	10	75	62	10	188	56	10	10	103	296	139	304	10	10	10	31	15	10	10	10	10	195	10	10	10	10	10	10	16	10	10	10	10	10	74	10	10	10	10	10
"40144_at"	93.4	168	10	10	58	10	132	10	10	10	10	137	10	35	10	10	10	10	216	10	10	82	10	22	10	10	10	10	10	10	10	10	10	286	146	10	10	54	97	10	10	10	10	10	242	354	387	293	10	110	417	10	262	10	10	173	112	405	10	185	10	33	812	10	167	10	10	265	10	358	376	64
"40155_at"	29.7	84	436	30	761	10	293	833	298	10	92	409	516	96	20	1540	155	322	103	10	1647	447	468	10	40	10	10	455	10	10	16	10	10	10	10	10	10	155	11	10	10	14	642	10	10	10	585	10	990	1482	10	10	10	204	95	10	120	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40159_r_at"	10	1120	237	2329	10	10	790	2345	284	10	10	1699	2434	10	2415	652	69	2877	3755	10	10	1949	29	10	1071	397	10	510	10	234	3071	1527	3739	4943	10	88	656	10	10	1151	8149	2621	10017	3452	10	2114	2179	1356	10	10	10	10	10	10	10	10	10	680	10	10	328	10	1419	4700	10677	10	10	10	11043	10	10	10
"40405_at"	10	135	10	397	10	10	10	10	10	10	10	10	10	10	10	10	10	443	10	10	154	10	122	10	10	10	10	10	10	404	10	491	670	10	10	10	10	10	10	10	10	577	127	10	10	10	10	10	10	654	10	10	186	10	10	10	10	60	10	408	591	10	10	10	10	10	2122	10	10	10	10	70
"40406_at"	48.9	10	10	10	201	68	10	10	124	71	228	242	10	10	10	219	10	10	129	310	178	10	10	144	10	82	51	10	206	72	10	66	187	267	10	10	10	10	10	10	10	10	59	164	68	123	85	27	83	10	10	165	39	10	10	10	10	10	10	10	155	10	226	10	281	65	10	136	10	71	194	10
"40425_at"	237.3	130	10	10	773	66	978	844	10	2748	769	10	54	256	10	293	10	10	1938	378	10	10	263	213	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40450_at"	536	727	27	10	1991	10	337	10	10	10	289	30	10	196	10	10	10	10	10	452	10	110	206	95	53	332	565	10	10	10	10	10	378	10	10	10	10	10	116	126	641	10	550	347	10	484	90	10	10	194	258	424	460	360	1140	493	594	905	10	148	10	10	382	10	478	320	339	226	107	11	633	723
"40454_at"	1318.9	344	289	10	145	102	47	422	9848	142	1635	149	111	8051	11728	4270	10	336	73	3264	57	15163	703	325	159	333	90	149	80	280	14	116	268	123	167	10	10	10	567	261	239	14	10	208	376	52	788	19	110	10	131	42	73	170	10	10	627	433	10	134	10	10	620	109	375	152	303	239	34	633	667	382
"40483_at"	10	10	10	10	212	236	560	10	10	10	10	374	10	312	373	292	10	90	243	72	10	10	255	10	51	10	200	38	10	10	10	10	10	195	172	299	10	10	425	183	10	563	10	10	323	231	10	10	165	10	234	246	10	384	10	10	207	10	386	10	10	678	1576	303	48	10	233	10	10	10	130	167
"40503_at"	203.5	74	10	10	10	86	172	281	146	10	97	10	10	433	10	220	10	10	163	163	180	220	75	10	128	195	104	34	10	50	10	152	10	10	10	10	10	236	157	237	22	100	57	54	60	10	10	10	10	10	15	407	10	10	10	10	10	10	10	10	10	10	10	10	183	271	10	10	29	193	10	10
"40511_at"	10	17	98	10	461	10	10	63	44	1162	10	71	130	10	10	10	259	285	89	1077	1558	142	10	41	10	10	10	61	114	183	10	154	213	214	22	25	10	53	10	10	44	547	63	886	82	10	1035	10	214	99	12	10	59	90	192	10	202	10	130	10	10	10	46	10	46	72	153	32	239	10	106	96
"40763_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	757	613	1815	833	12947	393	1171	1448	728	1885	337	1486	1046	1661	986	1562	653	2406	707	3332	10	126	10	10	70	145	10	10	469	1530	448	10	10	10	10	10	10	96	516	169	216	35	467	160	10	10	314	10
"40766_at"	11.2	18	496	405	10	10	12	96	10	10	10	731	10	10	10	889	10	359	10	10	328	10	10	686	958	607	407	10	987	493	10	10	521	10	800	10	10	237	10	547	10	10	10	305	10	10	10	10	10	10	10	10	10	10	10	522	10	10	10	10	10	10	10	10	77	707	10	10	10	10	10	10
"40772_at"	12.9	39	10	10	227	10	21	44	120	10	10	10	10	10	10	10	10	208	10	43	247	10	28	29	10	79	128	10	10	10	10	77	10	244	213	10	10	26	10	10	130	10	77	10	278	78	383	10	110	10	144	35	456	10	10	10	716	462	10	237	10	261	10	10	10	10	75	10	180	615	128	10
"40808_at"	10	10	10	10	10	10	10	10	10	10	10	10	50	10	10	10	428	10	10	10	10	10	10	199	10	10	10	384	10	10	10	10	10	10	10	10	10	372	322	188	602	10	10	10	10	10	10	663	10	10	10	10	333	15	10	10	341	10	153	293	10	10	10	324	10	10	10	10	10	312	10	757
"40830_at"	10	223	10	156	10	805	10	10	10	1383	12	431	911	10	241	618	429	510	10	10	215	10	10	82	43	10	10	10	98	10	10	10	10	10	497	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	289	10	10	10	10	10	10	10	10	10	270	10	10	10	255	10	10	10	10	24	10
"40835_at"	10	10	10	10	10	10	10	18	10	10	10	10	10	958	10	10	10	10	19	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	634	10	10	1433	10	67	10	10	10	10	10	10	10	10	10	10	10	10	10	10	195	10	2089	1739	10	1019	10	10	10	10	10	10	10	10	10
"40847_at"	10	10	10	10	10	10	10	44	10	10	10	10	150	10	10	10	10	10	10	10	23	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	412	10	10	10	146	10	10	147	10	10	10	257	10	10	10	10	10	317	1942	10	1173	10	1192	10	10	82	10	227	97	767	10	10	10	10
