"","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML"
"U01062_at",4.08746284125034,5.8073549220576,4.90689059560852,3.32192809488736,3.32192809488736,7,3.32192809488736,3.32192809488736,8.29462074889163,5.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,6.44294349584873,3.32192809488736,3.32192809488736,8.55842071326866,5.78135971352466,3.32192809488736,3.32192809488736,7.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.13955135239879,3.32192809488736,7.71424551766612,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.97154355395077,3.32192809488736,3.32192809488736,3.32192809488736,8.51569983828404,7.70735913208088,3.32192809488736,3.32192809488736,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"U01317_cds6_at",6.28540221886225,6.32192809488736,3.32192809488736,3.32192809488736,5.49185309632967,3.32192809488736,7.84549005094437,8.25266543245025,8.14974711950468,3.32192809488736,6.97727992349992,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,7.57742882803575,8.32192809488736,5.08746284125034,8.56605403817109,9.29920801838728,3.32192809488736,5.95419631038687,6.96578428466209,3.70043971814109,9.35974956032233,7.4178525148859,4.8073549220576,5.78135971352466,6.3037807481771,3.4594316186373,11.3944626946103,11.9639797878153,7.27612440527424,10.103287808412,8.2336196767597,3.32192809488736,6.84549005094437,10.6537407787066,6.94251450533924,7,11.2894425756883,8.70043971814109,8.2045711442492,4.58496250072116,3.32192809488736,11.0014081943928,3.32192809488736,3.32192809488736,5.35755200461808,5.24792751344359,6.04439411935845,5.61470984411521,3.32192809488736,5.08746284125034,6.96578428466209,7.19967234483636,7.85174904141606,3.32192809488736,3.32192809488736,6.8703647195834,7.73470962022584,3.32192809488736,3.32192809488736,6.55458885167764,8.53138146051631,6.3037807481771,5.90689059560852,7,7.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736
"U01833_at",6.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,7,3.32192809488736,3.32192809488736,3.32192809488736,4.75488750216347,4.58496250072116,6.32192809488736,3.32192809488736,8.04439411935845,5.08746284125034,5.52356195605701,6.83289001416474,6.35755200461808,8.08214904135387,6.4093909361377,7.74819284958946,7.53915881110803,3.32192809488736,5,6.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.4594316186373,3.32192809488736,6.91886323727459,3.32192809488736,7.43462822763672,6.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,4.39231742277876,3.32192809488736,3.32192809488736,7.67948009950545,5.93073733756289,3.32192809488736,7.65105169117893,6.16992500144231,8.06608919045777,7.8008998999203,3.32192809488736,3.32192809488736,6.5077946401987,8.11894107272351,8.36632221424582,7.77478705960117,3.8073549220576,3.32192809488736,7.16992500144231,3.32192809488736,4.24792751344359,7,3.32192809488736,4.95419631038687,7.15987133677839,6.58496250072116,3.32192809488736,5.55458885167764,3.32192809488736,3.32192809488736,5.85798099512757,8.13442632022093,3.32192809488736,6.75488750216347
"U02019_at",6.18982455888002,3.32192809488736,5.04439411935845,5.4594316186373,6.10852445677817,7.467605550083,3.32192809488736,3.32192809488736,6.53915881110803,7.09803208296053,6.37503943134692,6.08746284125034,6.61470984411521,3.32192809488736,3.32192809488736,7.03342300153745,8.76818432477693,6.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.35755200461808,3.32192809488736,5.55458885167764,8.34429590791582,5.93073733756289,3.32192809488736,6.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,5.08746284125034,6.3037807481771,5.70043971814109,3.32192809488736,3.32192809488736,7.12928301694497,5.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,8.7279204545632,5.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.89481776330794,5.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,6.39231742277876,3.32192809488736,7.6724253419715,3.32192809488736,3.32192809488736,7.03342300153745,6.3037807481771,6.39231742277876,3.32192809488736,5.78135971352466,7.4178525148859,7.5077946401987,3.32192809488736,8.00562454919388,8.16490692667569,7.82654848729092
"U02020_at",7.4594316186373,10.1548181090521,6.84549005094437,6.08746284125034,7.76155123244448,3.32192809488736,5.97727992349992,6.4757334309664,6.4757334309664,8.29920801838728,8.17492568250068,8.4262647547021,7.91886323727459,7.39231742277876,7.59245703726808,7.55458885167764,8.37937836707126,8.19475685442225,6.64385618977472,8.42206476617281,8.49984588708321,7.65821148275179,5.61470984411521,5.70043971814109,7.63662462054365,5.20945336562895,6.84549005094437,9.24317398347295,6.10852445677817,12.5894170757686,12.3682336113809,9.94251450533924,10.9794251953315,9.03342300153745,10.1736771363034,8.64745842645492,9.57364718749332,12.4990984412289,5.4262647547021,6.8073549220576,8.73131903102506,7.54689445988764,7.82654848729092,6.22881869049588,6.3037807481771,7.73470962022584,4.52356195605701,7.2667865406949,6.24792751344359,6.89481776330794,9.60547951806167,9.09539702279256,8.21916852046216,7.98299357469431,10.4346282276367,6.93073733756289,7,6.4594316186373,9.83605035505807,9.94104760634058,11.0940776856719,10.4978518369511,8.02236781302845,5.4262647547021,8.14974711950468,8.35755200461808,9.5077946401987,10.1935253605012,7.92481250360578,10.1761731491075,8.57742882803575,8.55074678538324
"U02031_at",3.32192809488736,7.81378119121704,8.09275714091985,3.32192809488736,7.59991284218713,8.01680828768655,3.32192809488736,3.32192809488736,9.47167521439204,8.87958324961278,9.5980525001616,3.32192809488736,7.29462074889163,8.12928301694497,6.83289001416474,4.39231742277876,3.32192809488736,8.73131903102506,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.12928301694497,3.32192809488736,5.95419631038687,3.32192809488736,3.32192809488736,3.32192809488736,8.12928301694497,3.32192809488736,4.64385618977472,3.32192809488736,5.95419631038687,3.32192809488736,3.32192809488736,8.86108690599539,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.57742882803575,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.97727992349992,5.35755200461808,3.32192809488736,7.52356195605701,5.97727992349992,7.06608919045777,3.32192809488736,9.51963625284321,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.8073549220576,3.32192809488736,8.37503943134693,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"U02081_at",4.52356195605701,9.31741261376487,6.49185309632967,3.32192809488736,6.39231742277876,4.90689059560852,6.84549005094437,7.21916852046216,7.32192809488736,7.20945336562895,8.21431912080077,5.08746284125034,8.22881869049588,6.6724253419715,4.4594316186373,4.85798099512757,8.01680828768655,7.14974711950468,6.65821148275179,7.77478705960117,5.20945336562895,6.20945336562895,7.60733031374961,5.70043971814109,6.76818432477693,4.58496250072116,4.8073549220576,7,7.11894107272351,7.01122725542325,8.49585502688717,10.1189410727235,8.67948009950545,8.12412131182919,6.74146698640115,6.02236781302845,5.20945336562895,7.44294349584873,7.95419631038687,9.04712391211403,8.61470984411521,6.79441586635011,7.06608919045777,3.32192809488736,5.52356195605701,6.39231742277876,7.02236781302845,5.85798099512757,5.64385618977472,3.58496250072116,6.75488750216347,8.73809225962049,6.3037807481771,6.59991284218713,7.53138146051631,6.3037807481771,3.32192809488736,6.93073733756289,3.32192809488736,7.49185309632967,7.44294349584873,7.56224242422107,7.37503943134692,5.8073549220576,7.53138146051631,5.16992500144231,7.15987133677839,8.19967234483636,7.13955135239879,6.61470984411521,3.32192809488736,5.83289001416474
"U02687_at",3.32192809488736,3.32192809488736,3.32192809488736,10.5651020783603,10.3309168781146,3.32192809488736,11.3685064615077,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.06608919045777,10.270295326472,3.32192809488736,11.1045987535644,3.32192809488736,9.16239132875691,3.32192809488736,6.18982455888002,6.64385618977472,6.44294349584873,3.32192809488736,3.32192809488736,12.0481462542196,9.29001884693262,3.32192809488736,6.14974711950468,8.48381577726426,6.4594316186373,8.58120058192496,3.32192809488736,3.32192809488736,8.38801728534514,3.32192809488736,9.33539035469392,9.52160043972373,10.5186531556734,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.1692986957928,10.8392037880969,3.32192809488736,10.91288933623,6.61470984411521,4.4594316186373,10.4838157772643,9.25266543245025,6.89481776330794,3.32192809488736,3.32192809488736,11.7262181593322,10.1535520317081,3.32192809488736,8.12412131182919,3.32192809488736,10.1072170755914,6.78135971352466,7.52356195605701,3.32192809488736,8.61102479730735,6.20945336562895,8.33985000288462,3.32192809488736,6.76818432477693,7.23840473932508,3.32192809488736,3.32192809488736,8.33985000288462,10.5255208090951,4.90689059560852
"U03090_at",3.32192809488736,5.04439411935845,3.32192809488736,5.4262647547021,3.32192809488736,7.59245703726808,3.32192809488736,3.32192809488736,3.32192809488736,3.8073549220576,5.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,7.10852445677817,5.88264304936184,7.29462074889163,7.39231742277876,7.32192809488736,6.83289001416474,6.58496250072116,5.93073733756289,7.29462074889163,3.32192809488736,4.52356195605701,3.32192809488736,7.70043971814109,3.32192809488736,6.96578428466209,8.24317398347295,8.80413102118332,7.8703647195834,3.32192809488736,7.23840473932508,5.83289001416474,6.3037807481771,3.32192809488736,9.64925617751731,7.14974711950468,7.49185309632967,6.4757334309664,6.6724253419715,4.58496250072116,3.32192809488736,4.08746284125034,7.36632221424582,3.32192809488736,3.32192809488736,3.32192809488736,7.01122725542325,5.04439411935845,3.32192809488736,6.96578428466209,3.32192809488736,4.58496250072116,8.07146236255662,3.32192809488736,6.33985000288462,7.55458885167764,8.71424551766612,7.14974711950468,8.25738784269265,8.59991284218713,7.44294349584873,7.73470962022584,7.61470984411521,5.55458885167764,7.4093909361377,5.49185309632967,7.27612440527424,6.02236781302845,7.98868468677217
"U03911_at",3.32192809488736,3.32192809488736,5.95419631038687,3.32192809488736,7.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,8.11374216604919,4.4594316186373,5.70043971814109,3.32192809488736,7.73470962022584,6.98868468677217,7.89481776330794,6.64385618977472,7.6724253419715,6.04439411935845,3.32192809488736,7.89481776330794,8.13955135239879,3.32192809488736,3.32192809488736,6.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,4.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,4.75488750216347,8.14974711950468,3.32192809488736,7.33091687811462,4.58496250072116,6.14974711950468,6.44294349584873,5.35755200461808,4.39231742277876,3.32192809488736,3.32192809488736,7.38370429247405,7.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"U04270_at",6.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.8073549220576,7.37503943134692,3.32192809488736,3.32192809488736,7.70043971814109,3.32192809488736,3.32192809488736,7.69348695749933,5.95419631038687,4.32192809488736,8.34429590791582,8.68650052718322,3.32192809488736,8.13955135239879,8.60733031374961,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.10852445677817,7.93073733756289,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.19967234483636,7.91886323727459,6.35755200461808,8.17990909001493,4.64385618977472,3.32192809488736,7.18982455888002,3.32192809488736,7.74146698640115,3.32192809488736,9.48381577726426,7.62205181945638,8.18487534290828,3.32192809488736,3.32192809488736,8.07146236255662,6.97727992349992,8.63299519714296,3.32192809488736,3.32192809488736,6.62935662007961,6.59991284218713,3.32192809488736,7.19967234483636,6.52356195605701,6.95419631038687,6.35755200461808,8.08214904135387,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.75488750216347,3.32192809488736,5.08746284125034,4.70043971814109,8.56224242422107,3.32192809488736,8.27146302790437,3.32192809488736
"U04325_cds3_at",7.49984588708321,5.39231742277876,7.3037807481771,3.32192809488736,6.08746284125034,5.58496250072116,7.04439411935845,7.56985560833095,6.49185309632967,6.37503943134692,6.35755200461808,5.12928301694497,5.93073733756289,6.71424551766612,4.08746284125034,4.52356195605701,4.70043971814109,6.24792751344359,5.32192809488736,4.90689059560852,5.61470984411521,7.13955135239879,6.22881869049588,6.12928301694497,6.39231742277876,6.6724253419715,7.4594316186373,4.4594316186373,5.95419631038687,5.6724253419715,6.35755200461808,6.55458885167764,7.04439411935845,3.32192809488736,3.32192809488736,4.4594316186373,5.97727992349992,3.32192809488736,7.95419631038687,5.49185309632967,3.32192809488736,3.32192809488736,4.58496250072116,7.33985000288462,3.8073549220576,6.39231742277876,3.32192809488736,3.32192809488736,5.61470984411521,5.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,7.5077946401987,5.97727992349992,3.32192809488736,6.3037807481771,4.90689059560852,6.85798099512757,6.33985000288462,6.49185309632967,3.32192809488736,6.3037807481771,4.8073549220576,3.32192809488736,3.32192809488736,6.49185309632967,3.32192809488736,6.49185309632967
"U04735_at",3.32192809488736,7.23840473932508,3.8073549220576,4.32192809488736,5.64385618977472,3.32192809488736,5.90689059560852,5.55458885167764,5.58496250072116,4.8073549220576,7.44294349584873,4.95419631038687,7.53915881110803,6.12928301694497,5.83289001416474,5.24792751344359,4.4594316186373,5.39231742277876,4.52356195605701,6.56985560833095,7.13955135239879,6.28540221886225,6.12928301694497,5.78135971352466,3.32192809488736,5.7279204545632,5.49185309632967,5.4262647547021,3.32192809488736,5.20945336562895,6.96578428466209,6.14974711950468,6.90689059560852,6.22881869049588,7.4594316186373,5.16992500144231,5.7279204545632,7.19967234483636,5.16992500144231,3.70043971814109,7,6.91886323727459,7.28540221886225,3.58496250072116,3.32192809488736,5.4262647547021,3.32192809488736,6.56985560833095,3.32192809488736,3.32192809488736,6.4093909361377,8.06069593168755,6.59991284218713,8.33985000288462,6.56985560833095,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.24792751344359,6.58496250072116,5.49185309632967,5.58496250072116,3.70043971814109,3.32192809488736,3.32192809488736,4.39231742277876,3.70043971814109,7.06608919045777,5.4594316186373,3.32192809488736,3.32192809488736
"U04847_at",3.32192809488736,6.35755200461808,7.75488750216347,6.94251450533924,4.16992500144231,3.32192809488736,7.39231742277876,3.32192809488736,7.02236781302845,7.21916852046216,8.01680828768655,3.32192809488736,7.44294349584873,6.75488750216347,7.6724253419715,5.75488750216347,8.56224242422107,4,6.33985000288462,8.74819284958946,3.32192809488736,7.23840473932508,3.32192809488736,7.79441586635011,5.93073733756289,6.97727992349992,3.32192809488736,3.32192809488736,6,3.32192809488736,3.32192809488736,5.20945336562895,5.8073549220576,3.32192809488736,3.32192809488736,6.10852445677817,7.21916852046216,6.76818432477693,3.32192809488736,3.32192809488736,6.61470984411521,8.37503943134693,6.68650052718322,7.01122725542325,7.62935662007961,3.32192809488736,8.29920801838728,7.96000193206808,8.07681559705083,6.79441586635011,7.24792751344359,7.51569983828404,8.10328780841202,7.03342300153745,3.32192809488736,5.61470984411521,7.40087943628218,8.02790599656988,7.59991284218713,5.70043971814109,6.12928301694497,3.32192809488736,5.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,7.55458885167764,3.32192809488736,7.74819284958946,7.4262647547021,3.32192809488736,6.96578428466209
"U04898_at",3.32192809488736,8.93957921431469,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.6724253419715,6.32192809488736,6.04439411935845,3.4594316186373,9.31288295528435,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,5.49185309632967,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4,3.32192809488736,3.4594316186373,5.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.16992500144231,3.32192809488736,3.32192809488736,5.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.58496250072116,3.32192809488736,6.53915881110803,6.7279204545632,3.32192809488736,5.52356195605701,7.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.59991284218713,6.4262647547021,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,6.4262647547021,3.32192809488736,7.34872815423108,3.32192809488736,3.32192809488736,3.32192809488736
"U05259_rna1_at",13.1870427143399,9.80574387215162,9.29462074889163,12.3755825124905,12.3864014236408,8.13955135239879,12.3292357417338,11.9829935746943,8.72451385311995,9.19229281447077,7.19967234483636,11.2900188469326,12.3091921069599,7.27612440527424,12.4936053070571,11.8332854355845,7.76818432477693,11.7052003780631,11.3966047811819,12.9922302649659,11.4537850554962,12.3979419719726,9.76487159073609,12.5398857927515,12.3077700318907,13.0047471575468,12.0306671362469,9.47370574961942,9.35314682549808,3.32192809488736,7.76818432477693,7.97154355395077,3.32192809488736,8.68650052718322,8.42206476617281,8.08746284125034,8.25738784269265,4.24792751344359,13.6626683755175,10.8241632097442,12.2137117981057,11.3213644320394,12.4594316186373,13.1811522568656,11.8245610299703,11.6050164479114,13.5506265557869,12.0361736125535,11.732591435965,12.2573878426927,12.0758133774615,12.6699922796164,12.5748300153376,12.1780423288648,9.4655664048094,10.6812384117778,12.2705873404475,11.1560830762887,8.84549005094438,9.42206476617281,8.57742882803575,3.32192809488736,7.27612440527424,7.44294349584873,9.44708322620965,8.29462074889163,8.34429590791582,8.2336196767597,9.283088353024,8.45532722030456,10.0633950812885,10.7665289085989
"U06088_at",8.67595703294175,3.32192809488736,8.34872815423108,3.32192809488736,8.88264304936184,3.32192809488736,3.32192809488736,8.56605403817109,7.32192809488736,6.4757334309664,7.83920378809694,5.12928301694497,7.09803208296053,7.49984588708321,8.49185309632967,5.7279204545632,8.43045255166553,6.79441586635011,6.5077946401987,8.40514146313634,5.58496250072116,8.87344411251538,7.85174904141606,8.71080643369935,7.70043971814109,7.64385618977472,3.32192809488736,8.07681559705083,6.8703647195834,9.4241662888181,3.32192809488736,7.98299357469431,8.36632221424582,6.22881869049588,6.71424551766612,6.6724253419715,5.24792751344359,6.89481776330794,8.86108690599539,5.28540221886225,7.07681559705083,7.19967234483636,7.02236781302845,3.32192809488736,6.61470984411521,7.76818432477693,6.44294349584873,6.90689059560852,7.44294349584873,7.03342300153745,7.81378119121704,7.76155123244448,5,6.82017896241519,5.61470984411521,7.83920378809694,8.73809225962049,3.32192809488736,3.32192809488736,7.83920378809694,3.32192809488736,3.32192809488736,6.3037807481771,6.82017896241519,6,3.32192809488736,7.8008998999203,3.32192809488736,6.10852445677817,8.04984854945056,3.32192809488736,6.55458885167764
"U06632_at",5.4594316186373,5.20945336562895,3.32192809488736,3.32192809488736,7.02236781302845,4.52356195605701,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.12928301694497,3.32192809488736,7.89481776330794,5.24792751344359,4.64385618977472,3.32192809488736,7.4093909361377,4.32192809488736,6.4757334309664,7.8008998999203,6.94251450533924,3.32192809488736,5.28540221886225,4.70043971814109,3.32192809488736,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,6.62935662007961,4.85798099512757,6.85798099512757,4.90689059560852,5.55458885167764,3.32192809488736,6.84549005094437,7.13955135239879,3.32192809488736,3.32192809488736,3.32192809488736,6.71424551766612,6.55458885167764,7.82654848729092,5.70043971814109,5.95419631038687,6.95419631038687,3.32192809488736,3.32192809488736,6.35755200461808,5.12928301694497,6.8703647195834,6.56985560833095,7.59245703726808,7.17990909001493,5.55458885167764,5.39231742277876,3.32192809488736,6.62935662007961,3.32192809488736,6.58496250072116,5.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,5.08746284125034,3.32192809488736,5.28540221886225,6.68650052718322,7.13955135239879,3.32192809488736,7.86418614465428,3.32192809488736
"U06863_at",8.09803208296053,9.17741953798924,9.06069593168755,7.53915881110803,7.8703647195834,8.78790255939143,8.19967234483636,6.06608919045777,9.54496443278924,8.48381577726426,7.19967234483636,8.37068740680722,8.55074678538324,8.11894107272351,4.08746284125034,8.22881869049588,9.30833903013941,3.32192809488736,8.54689445988764,8.57742882803575,8.82654848729091,8.6724253419715,8.31741261376487,3.32192809488736,7.6724253419715,8.27612440527424,9.17990909001493,8.17990909001493,3.32192809488736,8.4757334309664,7.69348695749933,7.93073733756289,9.0389189892923,7.25738784269265,9.53138146051631,8.13955135239879,3.32192809488736,10.2514824106202,8.467605550083,9.5352753766208,8.34872815423108,8.02236781302845,8.90689059560852,9.82495874052852,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.69348695749933,7.09803208296053,4.90689059560852,8.1548181090521,8.55458885167764,8.4594316186373,6.5077946401987,3.32192809488736,5.4262647547021,6.33985000288462,8.18487534290828,7.25738784269265,7.28540221886225,7.70043971814109,3.32192809488736,5.4262647547021,5.85798099512757,3.32192809488736,9.2240016741981,3.32192809488736,7.11894107272351,3.32192809488736,9.85642552862553,7.49185309632967
"U07231_at",4.64385618977472,6.32192809488736,3.32192809488736,3.32192809488736,6.79441586635011,6.37503943134692,6.49185309632967,3.32192809488736,8.26209484537018,7.15987133677839,6.8703647195834,3.32192809488736,5.70043971814109,6.10852445677817,6,6.10852445677817,6.02236781302845,5.83289001416474,3.32192809488736,7.99435343685886,8.17492568250068,3.32192809488736,3.32192809488736,7.54689445988764,3.32192809488736,6.16992500144231,4.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.16992500144231,3.32192809488736,3.32192809488736,6.7279204545632,6.04439411935845,5.90689059560852,6.18982455888002,5.24792751344359,6.06608919045777,3.32192809488736,3.32192809488736,3.32192809488736,4.39231742277876,3.32192809488736,5.58496250072116,3.32192809488736,7.71424551766612,6.61470984411521,4.24792751344359,5.88264304936184,4.16992500144231,6.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,4.4594316186373,4.70043971814109,3.32192809488736,5.4262647547021,6.14974711950468,4.24792751344359,3.32192809488736,5.16992500144231,6.04439411935845,4,4.75488750216347
"U07563_cds1_at",3.32192809488736,5.52356195605701,3.32192809488736,6.4594316186373,9.17492568250068,8,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.8073549220576,8.18487534290828,9.29920801838728,5.88264304936184,3.32192809488736,3.32192809488736,7.62205181945638,7.10852445677817,3.32192809488736,6.70043971814109,8.53138146051631,7.75488750216347,5.88264304936184,6.56985560833095,8.02790599656988,5.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.56224242422107,6.93073733756289,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.88264304936184,3.32192809488736,3.32192809488736,6.22881869049588,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.58496250072116,6.93073733756289,6.24792751344359,7.4178525148859,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.06608919045777,3.32192809488736,3.32192809488736,6.18982455888002,5.6724253419715,3.32192809488736,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.7279204545632
"U07620_at",7.99435343685886,3.32192809488736,3.32192809488736,7.96578428466209,7.76818432477693,3.32192809488736,5.90689059560852,3.32192809488736,3.32192809488736,7.78790255939143,3.32192809488736,3.32192809488736,7.32192809488736,3.32192809488736,3.32192809488736,8.1548181090521,3.32192809488736,7.34872815423108,7.57742882803575,6.12928301694497,6.2667865406949,6.62935662007961,3.32192809488736,5.35755200461808,7,7.62205181945638,3.90689059560852,4.16992500144231,3.32192809488736,3.32192809488736,7.15987133677839,6.37503943134692,6.14974711950468,3.32192809488736,3.32192809488736,4.32192809488736,5.97727992349992,6.8703647195834,6.79441586635011,5.61470984411521,3.32192809488736,6.18982455888002,7.3037807481771,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.90689059560852,8,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6,3.32192809488736,3.32192809488736,7.06608919045777,3.32192809488736,3.32192809488736,6.4262647547021,7.4594316186373,7.13955135239879,8.06608919045777,7.60733031374961,4.24792751344359,3.32192809488736,4.8073549220576,3.32192809488736,8.41362792902417,3.32192809488736
"U07807_at",8.07146236255662,3.32192809488736,7.12928301694497,5.28540221886225,6.58496250072116,7.44294349584873,8.25266543245025,3.32192809488736,6.61470984411521,6.5077946401987,7.43462822763672,3.32192809488736,6.22881869049588,7.4093909361377,6.7279204545632,3.32192809488736,6.75488750216347,4.70043971814109,3.32192809488736,3.32192809488736,5.28540221886225,7.43462822763672,5.35755200461808,3.32192809488736,7.27612440527424,6.2667865406949,3.90689059560852,7.62935662007961,7.45121111183233,7.62205181945638,7.48381577726426,6.32192809488736,8.16490692667569,3.32192809488736,6.18982455888002,7.52356195605701,7.24792751344359,8.6724253419715,5.4262647547021,3.32192809488736,3.32192809488736,6.94251450533924,6.33985000288462,6.71424551766612,6.49185309632967,5.64385618977472,5.97727992349992,3.32192809488736,5.55458885167764,5.4262647547021,6.4594316186373,5.95419631038687,3.32192809488736,6.71424551766612,6.62935662007961,6.10852445677817,5.93073733756289,6.58496250072116,3.32192809488736,7.876516946565,6.6724253419715,6.94251450533924,4.85798099512757,6,6.20945336562895,3.32192809488736,5.08746284125034,7.95419631038687,3.32192809488736,7.467605550083,7.64385618977472,7.68650052718322
