,BL,BL,BL,BL,BL,BL,BL,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,SCLC,SCLC,SCLC,SCLC
A_23_P116614,6.22184245099949,5.91544819966958,6.62453168454286,6.75339338418373,6.29773174596494,6.6227028389196,6.32891199236145,5.83005774089337,5.9711286966614,4.78041291009748,4.97071372004253,5.32465611671706,5.23890943693362,6.22002920176858,5.10384204863234,5.55019140271225
A_23_P317324,7.87535055279378,7.78860061821098,8.28690751619102,8.1638733374491,7.76288499815627,8.20539964111915,8.45666533991489,6.04468281270883,3.71912410826974,3.44469467790354,2.82923227358337,4.06453440954547,5.45061605078818,4.95771537330874,6.58844418371576,4.0591353244751
A_33_P3888629,7.47773877278959,7.29452833843686,7.60886657301774,7.4057646794639,7.5435234616856,7.57569619669791,7.35389150452301,5.42583005784183,3.82064811815879,3.9123052182703,1.92593053114158,5.12814990981728,4.87959339921743,5.11695418097557,5.23914734185991,3.90001160713964
A_33_P3210423,6.64989503866159,6.59685254844897,6.42648631521904,6.77083840479001,6.91454309795383,6.61168081066934,6.89800524311161,8.46025400064347,8.27152469541372,8.41526941802273,8.68512356155662,7.7535140065607,7.15210185318092,7.36534442107504,7.52010855698298,7.33327352015398
A_32_P701268,5.1928139010075,3.73951961270258,5.61969055837478,5.80527848219318,4.88938633483583,5.15788079573829,5.33920717938835,3.42384145995058,2.55015705240371,4.0509986218043,3.41963440046782,3.30570914665532,3.6453798383309,3.48148732474532,3.68797982037017,2.80363178667903
A_24_P393470,4.86638669345053,4.46438782781157,4.13807379873158,4.8740940528357,4.21048303418724,4.75392315947826,4.4313360222109,5.0666579042488,5.40665429533732,5.96103192394781,5.1012175885763,6.74206630010525,7.30475705274445,5.95523045397149,4.91352175088109,5.33362797162004
A_32_P175715,6.82034758678724,6.75548126780838,6.97133614021798,7.25071963645992,5.30312164695029,8.00972763011931,7.81476723043276,3.6774471710882,3.04670205029058,4.00681040675592,4.46846656621397,3.44469467790354,2.33482091529086,4.51850104655646,4.04281576826876,3.00799529050026
A_23_P94422,3.83321729249407,3.51059662060961,4.61210571316777,3.85836772219423,2.8645891438641,4.56458026279718,3.85144346461085,6.00651700329513,6.55346371818409,6.59652609873196,4.65392494026852,7.45633364119957,6.7308236824689,6.68317575914237,6.9377786064889,5.19302961659063
A_23_P155931,6.05995919538465,5.56698264035061,3.83360719404307,5.15282057882004,4.36678565210079,4.51168744550947,5.32253840026685,3.61251884258455,3.47258187246328,3.92318136158724,4.03760982664492,3.61698808696737,3.81643420014216,3.48568841309318,3.63815592156329,3.81215566331642
A_23_P156970,3.43550837454821,3.65866329401362,4.02341439174321,3.93239525605705,3.6100015209663,3.49612320230483,3.34419969679206,5.95311580950964,5.10457332890708,6.70395253735159,4.45178365445063,7.60056880352879,7.75799708150748,5.24872570563852,5.84863230941897,4.87409906037873
A_23_P359245,6.98836681417754,7.53472255966647,9.00801386509745,7.12281633692882,7.76338338222788,7.75245499093021,7.30888562526792,4.87953213753026,5.65107498466041,6.35993487222087,6.37005370142484,5.90548852768125,6.28196528347636,6.84478023388255,5.19191022070757,6.78514133645159
A_33_P3423570,10.2661248610569,9.72552190953149,9.78514196249431,10.0255471953258,10.3841571783645,10.0932699310107,10.5787389406875,7.28566884664359,5.32353070162784,7.95117954526553,7.01591073447128,5.91992301136779,5.49227649347609,5.44803644195653,5.19650705210314,6.27112604936304
A_23_P85726,5.99959324653441,6.22726856478347,5.65143085861501,5.51217025179222,5.67985186950569,6.31821665158587,6.16391546729554,6.84565574288705,7.50343387887437,6.80832980784641,6.25232403399527,7.16880455804884,6.35943258727102,6.56244405740683,6.78889067439305,8.36090504702332
A_33_P3318966,5.10515249048417,4.3070246876479,4.91501689159807,4.2794310587721,4.92840388517821,4.53803886889418,4.60626208031785,4.52439022554053,3.90515431439632,3.97275774678013,4.13551093263699,3.56766206349361,3.33727698856858,4.25602623029225,4.00961217794084,1.40999579183477
A_23_P209337,4.20315873499995,3.59403591746064,2.77097883916552,3.37687495405295,3.92606665249193,3.86549409528066,4.20070901542665,4.54963580615773,5.38739557403476,5.61969055837478,4.13551093263699,4.73203624256154,4.66786138575386,4.20804573036117,4.77712816867109,4.60811187299256
A_32_P725218,4.88938633483583,5.15408729795192,4.763913900898,4.5263479550615,4.60626208031785,4.75392315947826,4.49669935229902,5.42040520508885,5.90495267808496,5.37875292094951,6.46016029694536,5.68861982627043,6.28795627147884,5.12466760745741,4.89090668546365,5.71632447822295
A_33_P3272461,9.7381145728761,9.79699892281448,9.61708990619007,9.72600111429041,9.4607388955885,9.90107536251643,10.0393655911371,10.6377123109402,10.9677311197942,10.8518569337819,9.88371352977216,10.6627913761641,10.6107054442771,10.1540832337505,10.6000703572786,10.4064183728293
A_23_P415021,12.3768581411948,12.0110898847379,11.7310726733705,12.386329195028,12.2361910288517,12.1537145342301,12.3573236675187,8.67875666480611,8.06363483664647,5.13945244284188,7.93772740051228,9.52738064407211,8.07738699620558,8.47591358794116,9.85406105582294,8.89125423838466
A_23_P56553,5.22932675216276,6.13148573920072,6.04945561213503,6.15824528800866,5.08802319322726,5.59471897522136,5.55115324902932,8.417380855302,7.99663636853555,7.572089738876,6.72575933159768,6.57810029361372,6.84408692351725,7.16016220100568,6.4910627379607,6.78644226209974
A_24_P65060,3.07372742879894,3.00799529050026,2.66833749435525,3.37687495405295,2.387447470119,2.94499116528301,2.45471991592646,5.38685692241355,6.77886672661072,5.80043294449567,5.14901373447181,6.4910627379607,8.48286122106177,6.29944997482874,6.21031986060356,7.51161002451241
A_33_P3272209,6.49156386120076,6.89118473449833,6.66685539582071,6.82313738904511,6.81875098857994,6.99414927690504,7.03631879128777,5.42040520508885,5.57025672451457,5.66126386189091,5.01181800787198,6.21881910160916,6.20360658089325,5.79475917086341,6.41490858165532,5.8528592615294
A_23_P72157,6.47341285291466,6.35860871505949,6.39790062761305,6.22546212681052,7.10342638842986,6.26234310632303,6.37743975329208,5.95013495960822,5.95304887400535,5.66126386189091,6.07040453584154,6.0555689584404,6.0275070363938,5.98329481861912,5.23052807441473,5.6955960259066
A_33_P3330323,6.16517248645121,5.95086399015335,6.32891199236145,6.04673023190449,5.72402150335113,6.26234310632303,6.02057905853751,7.29301826909691,7.37325197587268,6.95253111238921,6.64922144292865,6.65168975789548,7.31243563580305,6.90986409019499,6.61812055627916,7.22894572268731
A_33_P3213259,9.09872485351465,8.82360833272083,8.62661283147785,9.13462065607758,9.01187564692239,9.20803790034463,9.03096215068506,5.79475917086341,6.96557604121449,7.84547489241967,7.111599536975,8.76491539620356,8.662548516961,8.51698314131036,8.28358363983526,7.82702957054068
A_33_P3399114,9.06064718825668,9.03603815329451,9.00395025775855,9.15413952437807,8.74834200440839,9.08567350197478,8.94062767659966,7.02320775391696,6.927934468317,7.62854183846533,7.3865153118172,8.33614705023322,8.35829716814284,8.60986236328659,7.65137075981226,7.449257686563
A_32_P221256,10.9858735638202,7.19918850335514,7.32626730634093,7.36589116335773,7.23793371692927,7.26485970992488,7.30247404625952,6.71785746318087,5.91544819966958,6.89346182199893,6.27287623981949,6.22606452415762,6.71700060900756,6.22002920176858,6.51836924441424,4.52439022554053
A_33_P3280400,6.98314420451942,5.6260947290249,5.30654326888822,5.96356274948407,6.2891097711541,6.16925025114287,6.18265671395559,4.70981216076162,4.63739047422207,4.97502060700391,4.53220525414548,5.50026694536018,4.38029366429595,5.25316516667969,4.85396862793428,4.83671735770048
A_33_P3280418,8.10466798230352,7.14542993822695,6.88127561157727,7.48568409329123,7.44874164792959,7.34358067223622,7.56401194814616,5.98827473006828,6.24283033129442,6.76006400335121,6.16642841132037,7.06218873623061,6.27637026390645,6.46374028535909,6.05047630383813,6.33618443812999
A_33_P3256232,5.58159855663968,5.05314211865033,5.45473385493971,4.67846399337645,5.57971443245128,5.34254437686246,5.25316516667969,6.65616681242001,5.9624786535551,6.96809891479881,6.16642841132037,5.95013495960822,6.82949389449914,6.33339168031894,6.33283247942633,7.71154280100605
A_23_P117274,6.60381931739768,6.25312173086835,5.93233494737682,6.6695037076899,6.83108300669594,6.57061822011662,6.34046931419016,5.47859919468762,5.22745533896586,4.90248045452437,3.78910575148714,4.76887322039481,3.29151760034264,4.66994051926184,4.30632077691884,3.95660362013553
A_33_P3404411,7.12974108627142,6.48503564248436,6.24877121258508,7.40684877691519,6.43745178380081,6.9308935231054,6.96593672194961,5.8489535865739,5.23412605081025,5.00761974129944,3.41963440046782,4.22019128094215,4.2129162273508,4.8208533416812,4.3206260799186,3.63815592156329
A_23_P252335,6.06502741517525,7.5772925464558,6.02543213403303,6.68756056587943,5.70167265053511,6.89308255691522,6.18265671395559,8.33447200094,8.12095429439294,7.60302880741592,8.57381552383392,8.67456996246594,8.5898176259101,8.75503596648636,8.20295372691199,8.6333838307572
A_23_P426663,4.40147212748752,4.79038542175698,5.04651030907888,5.27232161860889,4.80790604443757,4.7217210256247,4.83565979778057,3.87052045329603,3.48358628428311,3.51923112219044,3.0016775319954,3.29829365936511,2.93495332433559,3.97378267153187,2.9763064855915,4.49909714854051
A_23_P73345,6.14620122106399,5.91544819966958,5.33139023318768,5.38631806960363,6.04604808163515,5.74770851616241,5.6719148879056,5.12208079356435,4.74722402008307,4.75559309505817,5.41301715923164,4.74973984416077,4.72693791053572,4.60626208031785,4.4313360222109,4.87716550434436
A_33_P3338733,6.45690482239978,6.80431770076027,6.68251207655375,6.57778599487812,5.66329182335097,6.56171965432718,5.98370405187026,5.28275483045774,3.65471086139151,4.88057648708702,3.52394626909901,3.50617837069857,3.66702454623122,4.0060993361732,4.40453972541887,4.00243578450551
A_24_P346855,3.4116879479434,3.37375745160142,3.6780382986268,3.4451486375747,3.22121331687688,3.78186466419765,3.38068260903851,5.3116717204276,6.60310232118221,5.47135873268515,4.27077574904703,5.10808187714832,4.96110748121441,5.16730233744961,5.90127677269653,5.75259340203289
A_33_P3374205,3.22603963665681,3.63453035329254,3.7361403222412,3.37687495405295,3.22121331687688,3.74625453953028,3.71912410826974,6.00451731083304,6.06030593812057,6.29083829324279,4.40604056545708,5.32465611671706,5.64693906011545,5.35581650330546,6.22455805890647,5.79150696792968
A_33_P3374210,4.09651136629572,5.14009183745989,4.65180992642492,4.56685827487011,3.45295229316865,3.92606665249193,4.60626208031785,7.4316079876826,8.39960139541139,8.71488113685861,8.31450148757251,8.61768815369141,9.2299020082432,8.39143461144235,7.91306193079207,5.13625121218832
A_23_P143906,9.51128460786293,9.30099043917593,8.39103177113118,9.01091466107091,9.15120865293894,9.25660843161723,9.49491323791669,6.36928252974192,7.14638496010123,6.7357348343446,5.22932675216276,6.13790222592013,5.84973556790084,6.96449345766175,8.08296775608044,8.30327027429262
A_23_P419947,7.6251203838656,7.46529157997912,6.6765841815743,7.06218873623061,7.27653815166693,7.07126882874063,7.68319699175796,5.38685692241355,5.65635573760953,5.00761974129944,4.00119048790744,4.74973984416077,5.23890943693362,5.84346781705819,6.28333302784665,5.9243839864347
A_23_P254733,3.88045919175871,3.9062298182103,4.11484243476752,4.2794310587721,4.10800908941477,4.19420538935487,4.82721989641434,6.09544201688641,7.82238073773095,6.24284099798022,5.68343187431349,6.60252364474589,6.34098490194429,6.27748623681035,6.38688025197713,7.29399461804362
A_23_P142421,6.07641499738225,5.44094654688542,5.92943413425366,5.44924416069793,5.82409380840301,5.93697800167708,6.06281367075214,6.88364529992114,6.57922754171735,6.76855029331221,6.33595934807002,6.03044701872113,6.59633151570595,6.32543723771921,6.79866368722,6.36101983067676
A_23_P23346,4.09651136629572,4.0591353244751,4.86947457999417,3.44882939358621,3.3417308176092,4.20070901542665,4.45824801723355,5.14009183745989,7.09421715316755,10.8433916847724,8.0567092839207,8.35671642194824,11.2246880023868,8.04489314750264,7.48367035902854,7.80603050239219
A_23_P436353,9.00179720057234,8.29998392642416,8.58254455647771,8.43741693032101,8.58372011501225,8.47464677937985,8.80089208276378,7.1734968406925,7.64496543652031,6.12310141345514,6.33841475843433,7.69760240443697,6.71700060900756,7.31044881295692,8.22300958107956,7.96658163447257
A_23_P164047,6.89422005318631,6.14620122106399,6.39790062761305,7.14924623839382,6.3790656779038,6.48805233761789,7.12312642333113,7.80784244729809,9.64922376301571,8.8433737229911,8.62644172267586,9.37340370361548,9.2736807113242,7.43578032557637,10.0189139879133,9.81187249938828
A_23_P52761,5.30098489694596,5.40451810293053,7.19457076954773,5.95733283028179,7.462145921614,6.31880605288062,8.29171186266101,3.3754119961949,4.89223743500244,4.89110465813305,4.32448057631529,3.22947932976784,2.31609625877204,3.20272434344896,3.30570914665532,4.16361799063115
A_23_P40174,5.12627633718,5.15819538846748,5.27307993343043,5.0064958609299,5.20133206858425,5.21478030754919,5.03709953158886,5.31959742412924,5.24256010010955,5.67032528536137,5.9840696503586,5.901831550721,5.8913391605819,5.64625502174384,5.62555284878338,6.46418051149689
A_23_P3302,10.7575051939929,10.1169499392321,9.94042476243827,10.6958106976194,10.3942758699938,10.2325679275319,10.7199080963088,6.39656339848311,8.03452777303941,8.40626117431112,5.9747176302251,7.93247732740754,8.5788942257224,7.79287622485417,7.75539308073084,7.83692270635218
A_23_P109614,5.44545221239562,4.90752564474083,4.68373621950309,5.04633644423883,5.66304450252538,5.38416064346752,5.1407309488272,2.53468009361956,1.91732141381977,3.22603963665681,3.48551807246652,3.78928149603121,2.5806209240698,3.88698497604456,3.59776455876907,3.35059743768708
A_24_P794458,5.49227649347609,5.2916572743742,5.58535943918595,4.8740940528357,4.65180992642492,5.57782784442503,5.37549853100539,4.37160823276413,3.96700333221141,2.68945805083908,2.59561550844481,3.15189264082668,3.60148358825084,4.12521369630184,2.12450005891496,4.11484243476752
A_33_P3308434,6.97886153676677,6.96449345766175,6.14365276500713,7.13520350663076,6.91454309795383,7.18779207393677,7.19488692137565,6.08043293633433,5.57971443245128,5.92066746577588,3.86239766814142,4.58011281728243,5.71718173394276,5.77965589177047,5.12078564518563,4.33410043815127
A_32_P69465,11.770811275797,11.0011535597409,10.6437272056137,12.055901179779,10.9897143044101,11.7135667152752,11.68683455312,7.75831122898257,7.59418990913853,8.09563151886261,6.46016029694536,8.42730271645275,6.75673254914917,7.14303961401423,8.43546486646827,8.5655094355712
A_33_P3380126,7.62077486031641,7.48379629980112,5.9303105768695,7.50566833606902,7.22020377529277,7.04777920370655,7.31809724193858,4.73880611268331,3.59029761451328,3.73275309772555,3.9319863487189,4.45208196517834,4.38029366429595,3.19191134128672,4.34523372821238,4.91052681292382
A_24_P401491,10.7112212421794,10.1324363761017,9.32054832791061,10.7968234927815,9.96724529534142,10.298185126713,10.1883540435998,4.26894584746726,3.64177240142578,4.31384141256803,3.04670205029058,2.12450005891496,4.59883910034788,4.78859219246081,4.45414024542948,3.76958222841843
A_23_P200685,9.90206522345004,9.26828047483424,9.72080123181251,10.0611358438879,9.67922841239096,9.38831485547218,9.67004334242629,8.72886889636451,8.26640922839695,7.93303086724409,8.29288563877052,7.55935860694974,8.28213608416765,8.41368380966524,6.40749226127053,7.99425136049336
A_23_P150379,5.83322428539529,6.17768280471168,6.68186326925504,8.48902287372036,6.33618443812999,6.68537195973967,6.17269168782068,4.16093699444031,4.28868769998058,3.83422663463585,4.07794438009797,4.5263479550615,4.04281576826876,3.77946548489964,4.69073601670258,3.19191134128672
A_33_P3215948,6.82034758678724,7.47862369168998,7.32626730634093,6.67878614948848,7.1345619413739,7.26485970992488,7.29675067399758,4.78369018977994,4.28868769998058,3.73275309772555,4.00119048790744,4.77053616413079,3.12113286511165,5.58817368114004,6.06771848066447,4.65180992642492
A_24_P270033,8.63899273163654,8.59309025778479,8.39103177113118,8.4045325870807,8.49790454876171,8.62929088991465,8.26289096693127,4.92246944073438,6.13726185992581,5.43298306401817,6.78235231841335,7.52733592299761,6.8593106264297,7.23464461710017,7.63172789180776,8.36938232565314
A_33_P3303176,6.24461516580951,6.66951521403723,6.5099841048673,6.27753306066611,6.46833011259808,6.16925025114287,6.31255551495393,6.59615372011434,6.73277061418982,7.36589116335773,7.5563677821634,6.88814301626828,7.25086764548108,6.8736066250476,6.68537195973967,7.11013178323104
A_33_P3386532,3.84367823182261,4.53803886889418,3.06297795130968,3.63815592156329,3.71912410826974,2.94499116528301,4.23463224719005,5.97686671270541,5.16669369120651,5.63065179384361,4.13551093263699,4.73203624256154,4.99777601254811,4.92988368989954,4.75392315947826,6.19870449955194
A_23_P162807,10.9341382623222,9.88695506869487,9.70934894309447,10.7794480721006,10.7190257127286,10.8090753147563,10.6948590503926,7.93772740051228,6.86357560542078,7.80219779569637,6.81314893916451,6.80832980784641,6.53158745302729,6.92422709454188,8.54108725574234,8.42231746123556
A_33_P3372281,5.9042000681349,6.31113675298785,5.82529485427448,5.40824764413009,5.67985186950569,5.89210460508658,6.22063387143421,7.13070654688819,6.86357560542078,7.18361139886723,6.9934417999282,6.8298902477136,6.22666667007867,6.49156386120076,6.37960724582355,7.14128418910323
A_33_P3311403,5.03288326148504,4.25685264871862,4.74346050848566,4.94295603035384,4.79987453073222,4.80551990435044,4.39840604328713,2.96030390938415,3.70242677021458,3.39494716892975,3.2022395249996,3.30732853549407,3.41019229530327,3.66683706047813,3.34637680188136,3.59936087402132
A_33_P3287502,6.24461516580951,5.54392372203998,5.79881414193221,5.24724238888445,5.60772114629589,6.21518269915689,5.88220181999186,7.13070654688819,7.69988097056847,7.86977169557075,6.55335218358003,8.09084394994033,8.27633129330273,7.26895792663924,7.00612360596187,7.67097101177371
A_23_P122001,7.11214262208172,7.08005233983073,6.43503364587577,7.10100845025592,6.57311705677421,7.29539940957531,6.94496496487565,5.01877215720568,5.13567219079308,4.94165588551432,5.00501113684659,5.1937843750983,4.8700737966932,4.19290441708985,5.07296418200152,5.57045031217159
A_23_P139795,4.65649120900067,5.14959851428089,5.08032460173098,4.56537893394742,4.980289532345,4.87514371305388,4.47492387933817,5.14415599361774,5.2442443869977,5.56096318095862,6.3598902974502,6.21548222401403,7.08127430351397,5.8750328645544,6.32975697861391,6.57609017386185
A_33_P3356341,7.05474765389707,7.28407875666962,7.1691178521366,7.14924623839382,7.08129124401031,7.50442739823776,7.31044881295692,8.91133792960871,7.78492570008102,7.572089738876,8.00832753677247,8.27865601311979,8.71343191188245,8.75774654145553,7.821658934058,7.43604069648049
A_24_P146683,10.5259129531383,14.5772115007887,8.72086378892918,11.9305978640558,10.0084708423405,11.624635406575,7.47088562055353,5.00200298041698,4.74970541627222,3.58872388781454,4.35801495475904,3.59634706134994,4.03765694774611,4.65074596133183,4.73066949060585,4.32945629007701
A_33_P3278313,6.63522958344556,5.51759328370107,6.52914875610004,5.29740084833333,5.97901259860812,6.43641103693347,6.70711003352093,4.98074319527145,3.30570914665532,4.78041291009748,2.59561550844481,3.62725176800158,4.29559141171575,2.88522456311396,3.68797982037017,4.00681040675592
A_23_P203420,8.27143249960437,8.66279802708261,8.55839435295893,8.36982523729587,8.57976692658781,8.64540432725882,8.41832891727296,9.36970802924334,10.5892367176364,10.0457473956741,11.0568876666429,10.0838968097398,9.97354806792143,10.0446676503821,9.42690738438334,9.92913457026525
A_23_P117494,5.68625434723472,5.98077392636171,6.10885667254517,5.11560476092034,6.36816929173303,6.20451575952983,5.63949426636703,7.38049711560737,7.45698340734902,7.65324822053642,7.47864547705279,6.53960664495949,7.63867020397117,7.94005269363711,8.28788375660047,7.22180896185665
A_24_P235049,3.38610476957926,3.12356396058848,2.87910944400479,3.66906751463932,2.67955812415558,3.34440534871872,3.47827622853929,4.15784868867883,5.16497787267137,4.42759608759584,5.50266515545875,5.07243087445326,3.76865530465645,3.86875677751879,3.50920269067804,5.13691400547889
A_23_P120316,5.0911688201331,6.31953317970801,5.50302078679957,5.59607723617077,5.80663546052965,5.51321501650327,5.49532102653264,8.31068994801058,9.29807529889028,10.1182083619627,7.13739324727826,10.2096153161288,8.52679793172936,8.3826293441209,7.67764966405952,9.05526593138719
A_33_P3352449,4.93873078395514,4.53803886889418,4.65180992642492,4.98786465683785,4.72693791053572,5.25198255473285,4.78041291009748,5.64783853932115,6.3909334616528,5.49127456807363,5.57688362445737,6.43145721044285,6.45348808601164,6.00592110497915,6.15065021548604,6.61214174699463
A_24_P658413,7.19642467341242,7.04419691987876,6.49306618736921,7.43578032557637,6.51344271362867,5.71803848057994,6.6390795835562,3.73951961270258,3.22603963665681,3.50946889186533,4.2794310587721,3.68797982037017,5.9288312101755,4.20804573036117,3.16703003743926,3.35059743768708
A_23_P24332,8.3989337235338,8.54163179807885,8.47452003732214,8.75602695942305,8.61631021287914,8.81782534978288,8.65025775141002,6.03302556431989,3.59029761451328,6.4217611942668,4.87255587146274,3.78928149603121,3.90515431439632,2.42144554191195,5.07738009897118,4.11484243476752
A_24_P208825,8.67795104261603,9.81023992092968,9.04915417847121,9.51766070887659,9.23784553161946,9.85984754562324,8.86346708587795,3.59372667977534,7.5562935635117,4.1431542999071,3.66306655453134,4.44209673467595,6.45501618378889,3.60221722238467,5.66824628007438,6.07703367513022
A_24_P239176,14.442780377515,15.4662262788351,15.0719276672109,14.9394650396743,14.4737858469242,15.9638256120475,14.91654198841,8.16912996456313,14.1051653241957,7.70809726058127,7.43043234026386,7.33634550796044,13.2148428388486,8.82221456120468,12.6542263994564,10.7147398208501
A_24_P239177,14.9949768327567,16.1169660341876,15.4662262788351,15.5277312912838,14.9780434565308,16.2146181941576,15.4069548534081,9.13490136456044,14.7336433421076,8.75982813917563,9.39274825277038,8.52990909571244,13.5870501803093,9.83249066042935,13.2117952657528,11.285951626363
A_33_P3417281,14.2004231282174,15.3252114782552,14.91654198841,14.7963999818995,14.3964154323159,15.6552996084219,14.6518074926444,7.79683511697009,13.8991221078766,7.46273810181273,6.68186326925504,7.36643769851841,13.1661308222906,8.62906316348726,12.4912614220575,10.5806684979147
A_24_P102650,8.71505294988096,9.15378148218194,5.56420195734072,8.52027270412429,7.34274424406013,7.57412898270262,7.75868002217234,4.46029752543754,4.28923463602609,3.94261262822008,5.08726758602523,3.52363391129748,4.48956638232191,4.48426089537872,3.83621449462387,4.4292453318459
A_23_P51660,6.76381938242409,5.5115758996826,6.72816228503246,6.12981074555508,6.91111149244662,6.52305219673835,5.86764919598085,6.78489918926003,8.37144834274486,7.16552440882148,8.07469124018536,8.54457965066423,8.28054121202567,8.13078523794209,7.62133083739096,7.25857649194995
A_33_P3294608,5.78931280015032,6.20435149951178,5.30660955304818,5.71197733240618,5.82688423091062,6.43073284844681,5.99074566837175,4.61775273249117,5.06075228481622,3.90349219070799,4.94056833929384,5.13355649205907,3.16511558667713,4.43576029684864,5.08432891510193,4.87409906037873
A_33_P3346891,3.07372742879894,3.53302857764849,3.50152938336417,2.76435861257526,3.15189264082668,3.81192908359293,4.04281576826876,3.623598658348,4.09914439377385,5.32127723428459,4.76805637626426,5.23052807441473,5.34476489426756,5.48323401635505,4.40178119783779,4.46846656621397
A_23_P143190,3.8139104172473,4.50246397689885,4.413334396292,3.86974739699382,4.1686325882736,4.50019149755599,3.93908179801728,6.03558013466473,6.32737922097527,5.21428684932686,6.18959087003663,4.98300389967627,6.5372740526414,5.51641052922508,5.58496854138005,5.96032841844697
A_23_P201655,8.15725576417256,8.10229113053465,7.6509221900814,8.08188660873222,7.84046769276159,8.11299697206379,8.68029607653083,7.11355422202158,6.27869492097875,6.85074265591731,5.81251640991,6.94523263591036,4.94459884893468,6.39576046565335,6.92904482521853,6.60103842471524
A_33_P3361388,7.90245475980122,7.9584480742397,7.28378946101743,8.3496161048059,7.51037418911496,7.86349378450153,7.91390340617405,3.84367823182261,3.30570914665532,3.44469467790354,3.57524677641582,4.39107743517524,4.38029366429595,4.40391245354979,4.11484243476752,4.56685827487011
A_23_P2223,8.79252827052504,8.8210188272578,9.01893235447115,8.90118959263789,9.0202353727665,8.19559100492634,8.74834200440839,10.1586263597434,10.6542282738681,10.2277822328693,9.90874080477725,10.7216445477432,10.2408815971957,10.1808579821587,10.746761572155,10.4879474868741
A_33_P3300217,8.25833381022985,9.72149563329323,10.0427034386316,7.61733491406253,8.85061882615505,7.903773162927,8.78130055651096,6.72767488128289,3.59029761451328,3.83422663463585,1.94039956078743,5.47058024883443,4.63557786693213,6.7733134194478,7.68111159230686,4.33410043815127
A_23_P100868,5.60461232911461,4.55266534569813,4.74465797864545,5.87883054410973,6.19759762909444,5.36173972472218,4.03394971145411,6.90815438187773,6.97485248709002,6.92187197597982,8.0590681899798,7.25017034354004,8.99283141918445,7.41454933866932,7.33024276493846,7.04261779674891
A_23_P320250,4.93873078395514,4.90752564474083,4.26308763295795,4.18592269694584,4.74890172350544,4.09651136629572,3.75295817176493,5.69820342827756,6.27112604936304,5.51710112229077,5.01181800787198,5.09463547477753,5.58957874615452,5.74938565658842,5.84503730943675,5.52299600696935
A_23_P140434,7.03356845731643,6.87437536078698,6.41912942457537,7.01381907480876,7.22020377529277,6.96809891479881,6.89800524311161,6.22847160138214,6.5164006504201,5.60772114629589,4.20560430195989,4.29099260986958,4.66786138575386,4.57822675048604,5.84503730943675,3.63815592156329
A_33_P3243168,5.3055096000983,5.24549829698376,5.11858468280543,4.9002723934704,5.13194744062981,5.4998211935695,5.28180678428114,4.04868919335779,5.0636871705161,4.37954256513947,4.1027058004952,4.54174173224087,4.77171897464128,4.84977606156098,4.40539853916791,4.4292453318459
A_24_P212152,7.69259864870253,8.04830340373409,7.77836930900224,7.38813104603982,7.98778319437717,7.59313960229237,7.91390340617405,9.17324165993222,9.17900888685528,9.19498169392789,8.35513394184621,8.38605413644307,8.44247996963314,8.44403425992009,8.07429580617581,8.72381265704224
A_23_P65262,6.92013794940018,6.91566380536102,6.30487757161297,7.16974423628216,6.62132968167401,7.00822644439113,6.8728374794713,4.92246944073438,4.74722402008307,5.78906299551047,6.19132000420344,3.73951961270258,4.04281576826876,4.29329384321123,4.97215077810071,6.02473983623783
A_33_P3225587,8.73903404007074,9.26120776963986,9.27375354924382,9.30231210065528,9.02854693694843,9.36101319493227,8.87751638299969,9.56845629096383,10.5464550830728,9.53396373315036,10.5172825428274,9.63111580514477,10.1506168981075,10.5440716057531,11.1364389182764,10.9398643522797
A_33_P3424257,7.69684208197402,8.16418770411072,7.69988097056847,7.20714328678288,7.93781933674045,7.73289297312625,7.82524157889947,8.36637995753764,9.32294372910215,9.04199469219261,8.1729622737432,8.63139565704244,8.16245783915273,8.62324396095238,9.338347991067,9.05997158824594
A_33_P3291776,8.79466184562177,8.95487084059347,8.28423456633046,8.92883503281307,9.03302912061292,9.01444968046191,8.93529607508915,6.80873201753523,7.51457171737078,7.5969869948833,6.07040453584154,7.61296584096807,6.33618443812999,7.09190562966083,7.33494996071977,6.12729966708319
A_23_P24960,4.93873078395514,5.77348761114137,3.66683706047813,4.5263479550615,5.37983608827076,5.34254437686246,4.96350687936061,6.65124128735351,6.08508910697614,6.62453168454286,8.87242697205474,7.51037418911496,7.06033206061785,7.49195895726595,6.21031986060356,7.30475705274445
A_23_P95594,7.93753447356402,7.76521252895272,7.24842681699159,7.86669386313485,7.77731254511874,7.92810282140864,7.89384301595718,3.13482345813763,5.92920562552661,3.73748486576533,4.92163479575264,4.65259196195723,3.37512615893081,4.78905722079243,4.46268413194631,4.83386420488566
A_23_P31798,5.1736960203069,4.91626020181477,4.33243441539787,5.05592970767701,4.60328574939511,5.435305230238,4.94085689706757,3.55455836540726,4.32676772402072,3.15469716292574,3.79587778497674,3.83608899676879,3.41864558980881,3.26508938653828,2.26452537834142,3.91435877644676
A_33_P3405068,4.86638669345053,4.63739047422207,4.86947457999417,4.67846399337645,5.0666579042488,5.23052807441473,4.78041291009748,5.15788079573829,6.16893698580853,7.41003328786595,5.63791328880268,7.29129235847077,8.00262564387132,7.14303961401423,7.19057247530726,6.90479365864139
