"","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","CG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG"
"35773_i_at",3.43295940727611,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.65935375917005,6.89796643164945,6.30888505741176,3.32192809488736,6.47735352663456,5.07681559705083,6.2710894662656,3.32192809488736,3.32192809488736,5.42794133250948,3.32192809488736,3.73009646559547,3.32192809488736,3.32192809488736,3.32192809488736,5.58436125251871,5.45811948117451,6.1278396000753,5.38991092507167,6.39968380899701,6.11478344724985,4.71973105674985
"35778_at",3.32192809488736,10.3114077488372,7.94702320548587,8.51439846089868,10.3525952311343,8.60484970626488,7.93887385492602,6.42206476617281,8.31899464028609,8.75411919609299,7.68825030913318,9.18452826111718,8.27099606074028,9.26591972650365,7.96116025813664,6.7457751494858,9.58417331105695,8.73748396955652,8.35983739296312,7.10726939359254,7.40181816308764,6.59618975614441,6.08363887925071,7.28484722941863,7.81877388501431,6.03738222200308,7.28697353052702,7.46630082917934
"35781_g_at",3.32192809488736,3.56193705962243,7.50620838930675,4.83945576522463,3.32192809488736,5.96486066424585,6.9484840442677,5.49153246180432,5.32264926213102,6.46123386127128,6.70390357344466,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.1243281350022,3.32192809488736,5.24868662687383,3.32192809488736,5.01747656302046,3.32192809488736,5.62789861587175,6.20886837067295,6.39266088071179,5.78842470743944,5.93522399406003,5.64558638591361,4.28835856219366
"35794_at",3.32192809488736,7.51270096342525,4.88801258540283,5.33735429849697,7.1333991254172,4.60644222813161,4.58436125251871,4.36387192485753,4.23189316164533,5.76048710181103,4.25171909260596,3.32192809488736,4.31034012061215,5.56590176680667,3.91647664443772,4.74523733212975,5.9159988517389,5.85324716724215,4.47378691161437,4.51538446063695,3.65191274464578,3.32192809488736,3.45811948117451,3.32192809488736,3.95326523901484,3.32192809488736,3.94579495674006,4.65248649491816
"35803_at",5.8923910259134,3.85099939471647,5.93569546303184,7.2748207370404,4.77346892790519,7.51325385633318,6.5352753766208,6.27258313280605,5.84523912563878,4.20320115631661,3.79181407116183,3.35614381022528,5.18269229751619,3.4032677223393,4.33628338786443,5.50175758573866,3.42223300068305,3.98458935036246,6.57893871309339,4.49185309632967,3.32192809488736,5,4.14159627838382,3.86690797814317,3.70043971814109,3.32192809488736,4.69041709553247,5.01212167271222
"35817_at",7.77741971551583,10.2949653005091,3.46597446450407,6.12329372251013,11.212982673238,10.5499771427718,7.16671544496642,4.33413917883824,7.89554498925339,7.47321868174143,3.78345665436024,4.18428029441938,9.12747852009822,10.0593444608244,3.51096191927738,4.603477988254,10.4192228460108,6.86071454954969,4.96532254836725,8.45655976633501,4.07382023329167,3.32192809488736,3.32192809488736,8.33136485049545,7.69988472869748,3.32192809488736,6.10643207781693,9.12799432097639
"35824_at",3.32192809488736,7.55757857652317,5.19021976366016,6.70570149684579,7.24830712008724,5.19534759832222,6.18923154864728,3.32192809488736,5.73281187208294,6.29241366782748,5.49249415167943,5.33771109212829,6.21994291395413,5.76048710181103,4.70597790168252,3.32192809488736,6.49777201759007,6.33860269035263,6.64659470958165,5.47767732756531,4.7273759385949,4.54287709935414,3.81455042346181,4.43095427138573,5.33306587807636,3.45680614923047,4.46923479366766,6.25058266478754
"35832_at",5.85299758761332,3.32192809488736,3.47508488294878,5.23457795978457,3.32192809488736,5.46727948045998,3.32192809488736,8.08756891786822,4.40803246613065,3.32192809488736,3.32192809488736,3.32192809488736,4.52919626799939,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.77082904603249,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.89214812751382,3.81147103052984
"35846_at",3.32192809488736,8.61999982982136,6.26847182291237,7.62585493136806,8.93837401662286,6.06695024392463,7.09286282899293,3.32192809488736,7.67398035122985,7.18962691588486,6.45746296464855,8.38862007672802,8.40348077002947,8.09866378188658,6.73606362787181,3.32768736417605,7.86548584212571,7.41083291031161,4.64904056563445,6.2137360959228,7.19199684666977,5.69710657447698,5.41413553298445,6.08767498668722,6.455984709226,3.32192809488736,5.65219964830406,8.09755812718367
"35880_at",3.32192809488736,7.13175409098481,3.32192809488736,3.32192809488736,6.70154905694307,4.37989816352469,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.66334461936608,7.54589116803285,3.32192809488736,3.32192809488736,6.84987419379562,3.32192809488736,3.32192809488736,4.23342794374847,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"35897_r_at",3.32192809488736,3.32192809488736,6.89820835250872,3.32192809488736,6.27705487614873,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.76662828715355,6.7899900186681,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.51096191927738,3.32192809488736,3.32192809488736,3.32192809488736,4.56193705962243,3.32192809488736,3.32192809488736,3.32192809488736,4.07638806851284
"35903_at",3.32192809488736,8.24279302359725,6.15198055115892,7.05539090473479,8.24050514939098,6.3116120981851,6.22727899446832,3.32192809488736,6.46825746832314,7.07339181605292,6.69432306012539,7.52864945231825,7.1000315147534,7.66519377274042,5.34695688937888,3.49569516262407,7.84134419218071,5.95419631038687,3.32192809488736,5.46336088581666,7.04472196734098,4.89093302170554,4.61412086878925,5.26077843189343,5.13504228623365,4.12267271882414,5.48446041312882,7.09508049190141
"35909_at",6.17990909001493,3.32192809488736,6.14567745519564,7.00405188450708,3.32192809488736,4.90110824301451,6.11165734626313,6.06458110919057,6.25738784269265,8.65123111970237,8.12892229809301,6.89129766091913,3.77294133783134,3.32192809488736,5.3110671022556,5.53480866123175,3.32192809488736,7.12474169241965,3.32192809488736,3.61470984411521,5.31976242766925,4.58736499093646,5.14649230697719,4.71534429535891,5.68565987743181,4.93640237772506,6.5795422249369,6.28965005985472
"35917_at",6.62497817956904,11.2776361158491,7.9047249283904,7.83586092970722,10.9838486740224,8.94333531775511,7.64709860726341,7.84008551556895,8.32337006906127,8.22438762792991,8.12220679057507,8.28026040187849,9.15752378731235,10.4211180813393,8.29599846191139,6.5505928897043,9.87973639382405,7.46474993900329,6.90424322720366,7.34251918966061,6.63066756523196,7.268284666521,5.98413359454098,7.99875965091037,7.66739543936347,6.48880418737256,6.10643207781693,8.15350136549655
"35926_s_at",3.43295940727611,4.80426011563474,7.03617361255349,4.14241343787374,3.32192809488736,7.82813648419411,5.82908844400489,6.18487534290828,6.37086174008529,3.32192809488736,4.18428029441938,3.78555055173926,6.16450472565806,7.58556349845569,3.32192809488736,7.53200519379057,3.32192809488736,4.97911075501579,3.58135124716878,4.95698592461258,4.65535182861255,4.9560566524124,4.97544676564096,3.62877359520165,4.32192809488736,3.35895882583233,6.83970769835037,3.32192809488736
"35934_at",3.32192809488736,4.18903382439002,4.72191944555154,4.57288966842058,4.8972404255748,5.24792751344359,4.86789646399265,3.45549162062847,4.18348651445939,5.90592847817314,6.12308675098106,3.32624970083746,3.97177344719337,6.4088816597751,3.43295940727611,4.41683974191283,4.01792190799726,5.24640808724638,6.2069166725386,4.92219784839637,3.32192809488736,5.03474394932473,3.32192809488736,4.28169825009883,3.32192809488736,3.96254902292306,3.32192809488736,3.81966818349646
"35959_at",3.32192809488736,7.88429264685259,3.32192809488736,3.32192809488736,6.77320515698557,3.59454854955035,3.75167794568758,3.32192809488736,3.32192809488736,5.57319272378161,3.32192809488736,3.32192809488736,4.20867331962947,5.9546616208379,3.32192809488736,3.32192809488736,6.70473366267406,4.38059093426592,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.47508488294878,3.32192809488736,3.32192809488736,4.07296327155522
"35976_at",3.32192809488736,6.38715571766298,6.55412834360088,5.60880924267552,5.93121027480393,3.32192809488736,6.74254523386605,6.28521724610209,4.20006486151431,5.80709727493827,6.88813438835287,5.39609097039437,4.47961860846942,4.13586316536868,3.32192809488736,5.92623668441333,3.32192809488736,5.71534429535891,3.37989816352469,3.32192809488736,3.32192809488736,6.77570903573939,5.93310047493137,6.50000529209313,4.05571626351254,6.61249994573944,6.70873904135958,5.16148463864166
"35980_at",3.32192809488736,8.31705076399099,3.32192809488736,6.7273759385949,8.01775491974071,4.92599941855622,4.41006969175638,4.60821785302146,6.87467403163581,5.29829173062012,3.32192809488736,6.18249367494537,5.66277517193778,6.04984854945056,5.55151601762801,3.32192809488736,7.17931198921002,5.66362925881475,5.55151601762801,5.61205755956307,4.84799690655495,3.32192809488736,3.32192809488736,6.06156020910797,5.27202318906105,4.1407786557828,4.75968848842729,6.42559357765306
"35995_at",5.32553033156756,4.22958792274065,5.46303385531749,7.16410241248175,3.61353165291793,4.98413359454098,5.43362716708478,5.03342300153745,5.90520646879571,7.41244282477561,5.80555042521086,5.26903314645524,5.68201139080069,6.07446262070454,3.62058641045188,4.66448284036468,3.32192809488736,5.67750824226472,8.67722632823532,3.7235585614721,3.41413553298445,5.13791332208841,5.60673831741759,4.84849775538515,5.7279204545632,5.29130885982897,4.48413813120167,4.92457500339273
"36018_at",8.24697805961472,5.88679398997529,3.67919857056692,4.07210580048042,7.06910063192283,6.5190071478334,3.68369645430652,3.32192809488736,7.39669039852504,9.82290537632033,3.92124588858559,4.79701297783614,5.03738222200308,8.06571231790562,5.5909612413426,3.32192809488736,7.77491880655719,7.21674585819531,3.32192809488736,4.05918219921169,5.47961860846942,4.03474394932473,3.32192809488736,3.70818723602071,5.32840565895857,3.32192809488736,6.7520795309486,5.52230689287139
"36037_g_at",4.93545974780529,6.50652577904312,3.32192809488736,4.62819033461521,4.18269229751619,4.25171909260596,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.34198574722862,5.25209770303744,6.18507363787676,5.63517394667492,4.99140846676479,5.37573453858316,4.11270013274936,5.11935617703968,4.64846544302731,6.40871186102943,3.48155728070859,4.30597052098439,4.70597790168252,4.97956810009519,3.32192809488736,3.32192809488736,4.41683974191283
"36040_at",4.72246602447109,6.13051908302734,4.31251996747495,4.93026424523502,6.17072627613155,8.29015711778628,6.48976769700826,5.27276973243651,6.34518344718767,6.89202666297653,5.29351763041742,5.28095631383106,8.31587412503926,6.05332859344979,3.78659636189081,5.16791986555194,5.30085587126876,5.07553263116736,5.62527048937469,4.21645486514476,3.32192809488736,5.24982454861618,4.57288966842058,6.08214904135387,5.27052894238072,3.32192809488736,4.91790907385298,5.43596189543763
"36042_at",3.32192809488736,8.35107173549114,3.92504996472736,8.16927363791061,8.52254230040081,7.51735444078968,8.70663415100917,6.4178525148859,8.80212857861923,5.15704371014558,5.16711703022744,9.14621225358586,8.15213270475533,7.82807299786697,6.93663793900257,4.55765515472542,7.7235585614721,7.24184018356467,3.32192809488736,7.17582396717241,9.02585934566924,6.6687431890879,4.5957423394744,4.98322165074267,6.84899843040002,3.32192809488736,6.66718252163475,9.03507399737762
"36049_at",3.32192809488736,9.48731751482277,5.48284828306847,7.02790599656988,9.57173368549408,5.80477637795583,6.97819562968165,3.90881290773955,6.59410062353147,5.97246290720214,5.74173662382664,6.87982827254831,7.32346014461094,7.35966172233388,4.73876783680019,4.90255600534463,8.21106087972667,6.96555343498708,4.87921563716567,6.99582367063417,5.30742852519225,5.01480160235136,4.43762724831895,5.72683121703249,5.10433665981474,3.32192809488736,4.69655030107857,7.14404636961671
"36068_at",5.24412594328373,3.76977173924945,5.98208090976374,6.24336442569366,4.6959938131099,6.29443695437697,5.90231481249263,4.62351574149055,5.14404636961671,6.57485839129278,6.0036022366802,5.49313492230551,5.00270252037982,3.32192809488736,4.41278152533848,3.32192809488736,3.32192809488736,3.32192809488736,5.00270252037982,3.32192809488736,5.72900887033786,4.87282875953489,3.32192809488736,4.42425028608405,5.4032677223393,5.38439523838807,4.21800615028443,4.82578562746479
"36073_at",3.32192809488736,7.08650780054995,3.82680268428583,6.28521724610209,6.47864829453918,5.99118168140853,6.90412277677229,3.32192809488736,5.67694435910691,3.32192809488736,3.32192809488736,6.36911745859982,6.44443516757309,6.76686014382955,4.80219321694183,3.32192809488736,5.67327373660982,5.72873684336602,6.00450139223494,4.91886323727459,4.19692173382033,3.32192809488736,4.51853513898218,3.32192809488736,3.32192809488736,3.32192809488736,4.78764141448333,5.82374936030827
"36083_at",3.32192809488736,5.19377174339668,5.48542682717024,6.3039633562453,3.66106547980695,4.22804904788446,6.37399614213124,5.18824265626441,9.24991933492684,5.27872821293894,5.91312876781974,9.39221007540411,7.95378904059665,3.95046841415012,3.32192809488736,4.94063660720115,4.43295940727611,5.65592421308382,4.95745033634712,7.97309462289202,4.99638874644762,5.20750245925879,4.88947354253111,5.44062004767917,5.35790383855249,4.07553263116736,4.75968848842729,5.07638806851284
"36084_at",4.97269265400426,6.17292748960384,5.40394936423287,4.23802251782572,3.32192809488736,5.95512678126137,5.13093086982645,5.43895814789755,3.32192809488736,3.32192809488736,5.53356334821451,6.22747154635928,4.68818035858693,3.32192809488736,3.32192809488736,5.85099939471647,4.87872534148011,3.63807383718072,3.32192809488736,4.39437694495706,3.60407132366886,5.19495379593384,4.89578731646331,5.73226919950145,4.7457751494858,5.08533966935737,4.71259578044703,3.32192809488736
"36091_at",3.92599941855622,5.7457751494858,4.17232749165762,3.9297909977186,5.02014657311178,5.04875931191986,6.6560672737256,6.25833047261243,7.14333218939023,3.32192809488736,5.9481335778404,4.19298316997399,7.93475237096303,5.23878685958712,3.32192809488736,5.06522762277562,4.40599235967584,3.4995270242151,3.32192809488736,5.22226360352835,3.32192809488736,5.20750245925879,5.46008724011683,3.88264304936184,5.21567859660793,3.32192809488736,4.95652136333312,3.6959938131099
"36100_at",8.68369645430652,5.29865831556452,9.54287709935414,5.37677657188298,5.53387477725855,9.68348592897002,8.93843283011822,8.93348411940667,8.79308303247673,6.51995070250463,7.44898352061379,8.51392494155713,7.00123928362232,4.95093492831454,5.62935662007961,9.06987935670858,6.02347715183043,8.34846260309846,7.8251496026602,6.00247750360624,5.43061981095978,8.23601419190008,8.58330846484768,9.10922995030566,9.27155640320235,8.66338020236849,8.17731986649513,5.21645486514476
"36101_s_at",7.8814199080924,3.32192809488736,9.89103938433005,3.32192809488736,3.32192809488736,9.34866177103019,8.04395687279021,7.47435491776846,7.57531233068744,3.86294724802092,5.4591036961354,6.56331069160856,3.32192809488736,3.32192809488736,4.12928301694497,8.56094417806009,4.24944534108584,6.88618430605425,6.58751501381819,3.97361127551947,3.32192809488736,6.85024935828633,7.43729433149714,8.22549667011225,8.63850831844914,7.9481335778404,6.76911052880619,3.32192809488736
"36103_at",3.53605290024021,4.72082566608984,5.77531397525381,6.72232939915342,5.00180224263399,7.30305008468167,6.69557630622205,6.12866458654003,4.99774402605963,3.32192809488736,3.46988597627446,3.79701297783614,5.44261180368934,7.33664044640873,4,5.67919857056692,4.91025296279928,4.99684064779537,3.52105073690096,4.21101219348551,3.90785207184596,5.50969584193339,4.20163386116965,5.11270013274936,5.50143914515887,3.32192809488736,5.41920177384876,7.19790469702582
"36115_at",5.46597446450407,3.32192809488736,4.95373084981149,5.29020320512607,3.32192809488736,3.86492897228979,5.65706830120158,5.29755828116819,4.71369581484336,5.74065777162389,3.32192809488736,4.76977173924945,5.67553368622549,5.58556349845569,4.71699089440494,5.10097764772482,3.32192809488736,3.32192809488736,5.08491465976794,3.32192809488736,5.06522762277562,4.3327079336406,4.52669484554198,4.05918219921169,3.32192809488736,3.32192809488736,4.5963388642052,3.66106547980695
"36119_at",6.79441586635011,3.32192809488736,6.12680770314203,4.10433665981474,3.70708299177171,8.02834813418931,5.57712666130705,7.22207035524718,6.21606678308703,4.33628338786443,4.56315813040281,5.85524225145415,4.41278152533848,4.16269343221124,4,5.28835856219366,4.30961277245412,5.89214812751382,3.32192809488736,5.14608493861619,3.32192809488736,3.32192809488736,3.32192809488736,5.80992886572143,3.32192809488736,3.32192809488736,5.1647058401828,4.56559717585422
"36131_at",8.59544398458948,4.47897180503294,9.14455628198228,5.45516280124451,4.43496176018725,9.24655060145064,8.93038253286194,9.54631572281727,8.52927436760915,4.31324585178756,8.96760093616335,5.46597446450407,8.57780644747015,7.87682387030637,4.54843662469604,8.45779126025604,4.51664555778096,7.55972123119723,8.31043101335377,5.79960542245267,3.32192809488736,8.38788808298904,8.02014657311178,8.1182662733685,7.67912817974742,7.98589884692784,8.52277766952458,5.1906148602095
"36134_at",6.82654848729092,9.38374748628974,7.00809242094872,6.52966480225224,9.03639343504986,6.78450398292957,6.1876489953106,4.73281187208294,6.93593113975227,6.68018368159249,5.7967534769737,6.6180917939838,6.21761848535105,7.67905778549329,6.18982455888002,5.06522762277562,8.13734981935777,7.50374624847586,8.02635744696384,5.48960715674871,5.15623479785027,3.96901230751632,5.16912328147676,5.43962313755712,8.11909675083896,3.71039319217052,6.03782146543497,5.61176256006487
"36148_at",5.92599941855622,10.507695550598,8.54287709935414,8.06695024392463,10.5066051155683,8.76530267656628,8.50589092972996,9.09426246551766,8.60447910026179,7.5677279633048,7.10139795218253,8.37642931106992,8.79902252844155,9.9901039638575,6.86913111964429,7.40616247877761,10.0571794706738,7.50072239675916,8.26115467261557,7.23993261348524,5.89796643164945,7.1209117553533,6.83251030761145,7.9825943548279,7.6276797880976,5.16992500144231,6.72465027173297,8.08937102807684
"36155_at",5.46270675067016,10.196725060786,9.01622329273055,9.02666175756142,10.3244055984936,9.38821106718647,9.02356031786377,8.90556751865141,9.02724253597374,6.30012372456901,8.15633593669436,8.21125560826293,8.14302600388997,9.02663409561392,8.6077001881372,8.26716121802226,9.3547342399706,8.12892229809301,4.91504279137198,7.56955185108361,7.19002217480265,7.79869859664396,6.91671548146183,7.21810305024355,6.33217085041511,5.97521745704302,7.97716541934962,8.6720009574881
"36156_at",8.58983837577219,6.87381319835909,10.4683185705576,9.27087929532878,9.00579294734681,7.91031293391067,9.77914478879517,5.94719858426206,10.9619560681736,3.32192809488736,7.89965902637744,6.26716121802226,11.5828476285503,8.54399845013454,5.46270675067016,8.9953149130963,8.65108757866891,4.66049513188851,3.32192809488736,9.18393306942549,4.06263982828646,9.20701432017753,9.2836671674915,9.14812063112396,9.04083764926659,7.83775406492886,5.29865831556452,6.74940018197365
"36175_s_at",3.32192809488736,7.05983113619282,5.10601323762212,5.54997714277182,6.53683000504806,5.1622906135458,5.63691458035588,4.70487196445635,4.56071495447448,3.32192809488736,3.32192809488736,4.74738739965272,5.57410150808939,4.84849775538515,3.32192809488736,4.81608765860021,6.04832338653781,4.82476785314329,3.32192809488736,4.74308405554959,3.32192809488736,4.62527048937469,3.32192809488736,3.70043971814109,4.38956681176273,3.8499992594661,3.32192809488736,4.5909612413426
"36180_s_at",5.456149034648,4.64731450954714,6.89820835250872,6.09021830165332,3.32192809488736,7.5465858290081,5.8870377914192,6.10747864662662,3.91073266190291,6.79480573124665,5.93993176472761,5.4966540825935,5.6659043549549,5.65248649491816,4.48542682717024,5.0746766862945,3.85897561429202,5.71973105674985,6.11103131238874,4.85748342828667,5.05050169744673,4.17312743348066,3.32192809488736,4.57773093149008,4.84549005094437,5.16992500144231,4.20398416585599,4.56071495447448
"36184_at",9.88615381509376,6.5795422249369,9.63135897299076,6.41345868800798,6.10810622368613,8.84881069763077,8.61933964140928,9.36023257368685,7.78332568481352,6.90219420094376,7.04483123344781,6.78463484555752,7.65320336203398,7.17702081069011,5.12101540096137,6.3177743728041,6.51301692817484,7.14149410089584,7.78332568481352,5.60110220337641,3.32192809488736,7.28318097894557,7.07156962214114,8.03848007993665,7.64983098505154,7.45038647903429,8.2576235579192,5.5677279633048
"36197_at",7.64889680647525,4.39163026151743,10.1441483665089,4.31397137105902,4.14974711950468,10.4865333813123,9.79719135760662,10.5319662183603,8.35319094393789,3.73226919950145,8.50127989850703,3.32192809488736,9.77837286813649,8.49733293214849,3.32192809488736,10.0785511300905,3.32192809488736,6.85124932023306,3.32192809488736,6.96208624985064,3.32192809488736,9.8976942221838,8.84699468696557,8.20525565066976,5.09887428674445,7.60925262588064,8.59745668370963,3.32192809488736
"36203_at",6.15177765473205,5.33664044640873,7.93038253286194,9.17993396385294,5.95512678126137,6.88447581908648,6.75822321472672,5.89893387178018,8.13617087466725,9.74040479889428,7.01814452894376,8.57368505300797,6.96935773910922,7.96595739768042,5.18189764310839,6.36439733732132,4.65706830120158,6.94918472181469,8.37881504282569,5.32660925100527,5.1197711619529,6.60021027442009,7.28466218548316,6.31342726581369,7.87011808396593,6.75274859140713,6.65477921695952,6.89675621847481
"36226_r_at",5.17392693199981,3.32192809488736,5.31505896631662,4.74738739965272,6.09085343045111,6.51080372035832,3.32192809488736,5.06651978142975,4.39369076418745,6.4213916318828,4.37086174008529,5.74173662382664,4.72519581722666,7.37677657188298,4.52356195605701,3.32192809488736,4.3327079336406,4.82171021503467,6.10580377191708,4.81301154860562,4.57106999816771,3.4154882710497,5.77663042305105,3.85996954822103,3.64038956005495,5.19219416528334,4.43496176018725,3.32192809488736
"36238_at",3.32192809488736,6.43379405875492,4.81506301719287,6.01769925269303,7.46540314860906,6.31542131594578,6.17831627170145,5.83642913116165,6.65721124844379,7.54450084183381,6.27444804392521,5.61500424163503,3.32192809488736,5.59036248846375,5.82273014794452,4.98458935036246,6.4638512926111,4.63865311646611,3.32192809488736,5.37364821133469,5.41447383643093,5.44294349584873,5.61412086878925,3.32192809488736,3.32192809488736,3.32192809488736,3.85598969730848,6.13134253912326
"36272_r_at",3.32192809488736,3.75595576955096,4.46532151358055,4.76765479823735,3.56559717585422,4.08491465976794,6.66163560233596,4.85149920246126,5.48864353985378,6.05202456048283,5.7371459197762,5.76686014382955,6.87332106291482,3.75595576955096,4.82273014794452,4.81403764753998,3.50716034911752,5.68509917200661,3.32192809488736,3.56071495447448,3.32912359629157,3.60644222813161,4.29204549249286,4.03386345186628,4.91025296279928,3.32192809488736,5.29645740737124,5.07124781946144
"362_at",3.47248777146274,8.13041611795997,4.03738222200308,5.94976835993135,7.83642913116165,5.20359271420771,4.66618848987278,3.32192809488736,4.93687346182423,4.80426011563474,3.32192809488736,3.81864608282254,4.3743439890385,6.79882817809111,4.16992500144231,3.32192809488736,6.8059372931571,4.61647532878288,4.42492208821069,3.32192809488736,3.74953426766926,3.32192809488736,3.32192809488736,3.32192809488736,4.80787007829978,3.32192809488736,4.48091134604775,5.07937811111865
"36336_s_at",5.15380533607904,3.32192809488736,6.874919889687,5.85798099512757,3.32192809488736,6.67708535055984,4.76022094646651,5.38474058729238,3.58976348698498,3.49825086752783,4.62993940943954,3.32192809488736,3.32192809488736,3.32192809488736,3.91647664443772,5.6406787642337,3.89044669267991,4.83844759254846,3.4032677223393,4.58796498888268,3.32192809488736,5.17672169288105,5.23342794374847,3.51222688651396,3.32192809488736,3.76447355099267,4.43496176018725,3.32192809488736
"36364_at",3.32192809488736,5.65849713665648,5.26716121802226,5.18745105402733,6.29590665529703,3.96532254836725,5.25398926623079,3.32192809488736,4.08576455377831,4.73822740036724,5.5552026338783,5.25323293853803,3.33485426933163,5.61470984411521,5.79181407116183,3.32192809488736,5.44923120066949,5.38612115681485,3.32192809488736,4.95698592461258,5.02369891726641,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.23878685958712
"36393_at",3.67807190511264,6.75968848842729,4.73876783680019,5.58104990094504,3.93640237772506,3.32192809488736,3.46727948045998,3.32192809488736,4.99457972421575,7.16771919860107,4.96208624985064,6.24145887127465,4.3743439890385,6.2170367925641,3.70043971814109,3.75060650483559,4.13504228623365,3.61353165291793,5.63459326844576,3.7235585614721,3.57893871309339,3.44625622988956,4.12598165385472,3.41818994794577,4.93734439215023,4.4093909361377,4.31324585178756,4.23572705983806
"36394_at",3.32192809488736,8.56208975000104,3.32192809488736,4.74254523386605,7.70860110981008,3.854993016757,3.32192809488736,3.32192809488736,6.1197711619529,3.32192809488736,3.9136075118231,3.32192809488736,4.84247606299394,6.6477462172081,3.32192809488736,3.42492208821069,5.78502736223547,4.81352468929781,6.02458563827827,3.32192809488736,3.57167680997093,3.32192809488736,3.32192809488736,3.97361127551947,4.1586601753465,3.32192809488736,3.32192809488736,6.03165985430805
"36398_at",3.91647664443772,6.05267672430358,5.42995065740377,6.49745269597724,5.75702324650746,6.00292750206307,5.36457243229586,3.32192809488736,5.18030701996943,3.32192809488736,3.32192809488736,4.8860623383456,3.32192809488736,4.30012372456901,4.30742852519225,3.43429461795993,4.83895176695194,4.26303440583379,7.6959242370186,6.01234519041983,5.40053792958373,3.32192809488736,3.32192809488736,6.82400405093315,4.16188768237689,3.32192809488736,3.32192809488736,5.49920809085669
"36453_at",3.32192809488736,8.11888917628504,6.04701481951759,5.88996019965864,7.17682140570833,4.68425770505893,5.30597052098439,4.0036022366802,6.23744899563932,5.71506967937999,5.32192809488736,4.87627136055013,5.85099939471647,6.28780470907755,3.32192809488736,5.54936113292434,7.20320115631661,4.26303440583379,4.02059109477325,6.16551001804135,3.91456452349394,3.76977173924945,4.62877359520165,5.45384677374993,5.37920505996061,4.24184018356467,3.32192809488736,5.49153246180432
"36454_at",3.32192809488736,3.32192809488736,6.48542682717024,3.32192809488736,3.32192809488736,7.79064173076342,6.25983740058951,7.16218989130323,5.35755200461808,3.32192809488736,3.62993940943954,3.32192809488736,3.32192809488736,4.50016467949217,3.32192809488736,7.13822059447057,3.32192809488736,5.92219784839637,3.32192809488736,3.32192809488736,3.32192809488736,4.16591193893569,4.81762325751143,6.23054888663476,3.87872534148011,3.87282875953489,4.762880292917,3.32192809488736
"36455_at",6.20554891117303,4.50462039240355,7.77886563112589,6.85449441815488,4.84649331596456,3.58135124716878,5.11186596386756,3.32192809488736,3.32192809488736,7.57175264350355,7.99870324606075,3.32192809488736,3.32192809488736,4.73876783680019,3.32192809488736,4.33842441478356,6.34872815423108,6.01858966780594,7.82145511910246,3.32192809488736,3.32192809488736,5.29755828116819,6.260590274731,7.3527055668799,3.48542682717024,5.14526985665051,7.12453492852952,3.32192809488736
"36457_at",4.0703893278914,3.32192809488736,5.71561885907482,5.62527048937469,3.32192809488736,5.45022149589718,4.89869207256049,3.54225804976692,4.53044535469291,5.92338691550471,5.64010029789039,3.32192809488736,3.32192809488736,4.84046323386954,3.32192809488736,4.57046293102604,3.32192809488736,4.10768786931437,7.114367024952,3.32192809488736,3.32192809488736,3.50589092972996,4.2502036564993,4.65592421308382,4.30961277245412,5.31179371775365,5.18784690943957,3.32192809488736
"36466_at",3.32192809488736,4.90255600534463,4.00270252037982,3.32192809488736,4.7839804136838,6.67849450777373,6.19986861652443,4.04788732939655,6.48171871919596,4.66845955691538,7.25493411860649,5.96324290431883,7.43604520875391,4.43629511983936,3.32192809488736,6.10915157917052,3.32192809488736,5.06608919045777,3.32192809488736,5.32660925100527,3.32192809488736,6.99763113470695,5.14893410452634,6.40735275114004,4.80992886572143,6.18547014606694,3.53977919169849,5.50398470389761
"36467_g_at",3.32192809488736,7.10726939359254,5.74469931420784,4.71753934339116,6.81826260830447,6.71039319217052,6.59454854955035,3.32192809488736,6.45680614923047,4.60169651648096,7.65205620360686,6.78594281939225,7.87332106291482,6.81147103052984,5.28540221886225,5.96116025813664,5.54966917072649,5.15704371014558,3.32192809488736,6.82043428407604,4.04439411935845,7.09982117869224,3.88947354253111,5.82196526586905,4.82578562746479,5.99909803370561,4.5465858290081,6.64789009105921
